CTRL1	CTRL2	CTRL3	CIP1	CIP2	CIP3	ID	TYPE	NAME	???	DESCRIPTION
523	231	318	693	535	520	PA3574a	CDS			copper chaperone CopZ
2884	1431	863	971	727	1112	PA3575	CDS			hypothetical protein
3085	1593	1029	1774	1862	1775	PA3576	CDS			hypothetical protein
26	9	5	1	0	3	PA3577	CDS			hypothetical protein
1767	1008	564	316	323	396	PA3578	CDS			hypothetical protein
4895	2489	1643	354	280	499	PA3579	CDS		2.7.1.30	glycerol kinase
4517	1890	1405	215	204	385	PA3580	CDS			hypothetical protein
5104	2423	1726	470	467	654	PA3581	CDS	glpF		glycerol uptake facilitator protein
18818	8616	3637	968	926	1088	PA3582	CDS	glpK	2.7.1.30	glycerol kinase
2362	1256	786	193	196	325	PA3583	CDS	glpR		glycerol-3-phosphate regulon repressor
47315	16866	9282	2097	1968	2716	PA3584	CDS	glpD	1.1.5.3	glycerol-3-phosphate dehydrogenase
353	185	173	89	86	120	PA3585	CDS	glpM		membrane protein GlpM
316	174	118	145	116	179	PA3586	CDS			hydrolase
2197	1383	1003	378	418	490	PA3587	CDS	metR		transcriptional regulator MetR
538	296	277	219	196	231	PA3588	CDS			porin
92	58	36	111	135	70	PA3589	CDS		2.3.1.9	acetyl-CoA acetyltransferase
288	150	94	170	177	196	PA3590	CDS		1.1.1.157	3-hydroxyacyl-CoA dehydrogenase
48	25	6.06344	17	28	21	PA3591	CDS		4.2.1.17	enoyl-CoA hydratase
79	44	13	52	50	72	PA3592	CDS			hypothetical protein
174	76	66	95	106	133	PA3593	CDS			acyl-CoA dehydrogenase
560	329	284	420	376	429	PA3594	CDS			transcriptional regulator
263	151	128	220	186	223	PA3595	CDS			major facilitator superfamily transporter
306	168	101	313	282	276	PA3596	CDS			methylated-DNA--protein-cysteine methyltransferase
315	167	95	310	279	331	PA3597	CDS			amino acid permease
378	219	124	188	158	249	PA3598	CDS			hypothetical protein
1786	992	905	615	622	825	PA3599	CDS			transcriptional regulator
203	136	149	115	93	130	PA3600	CDS			50S ribosomal protein L36
713	304	430	386	299	424	PA3601	CDS			50S ribosomal protein L31 type B
2492	1465	1055	910	871	1331	PA3602	CDS			hypothetical protein
1970	1305	814	234	216	342	PA3603	CDS	dgkA		diacylglycerol kinase
2227	1370	809	688	627	1146	PA3604	CDS	erdR		response regulator ErdR
1195	738	547	368	427	568	PA3605	CDS			hypothetical protein
947	553	332	188	216	327	PA3606	CDS			hypothetical protein
263	153	83	109	109	130	PA3607	CDS	potA		polyamine transporter ATP-binding protein PotA
238	132	83	61	59	102	PA3608	CDS	potB		polyamine ABC transporter permease PotB
86	43	37	30	28	39	PA3609	CDS	potC		polyamine ABC transporter permease PotC
273	178	114	150	125	157	PA3610	CDS	potD		polyamine ABC transporter substrate-binding protein PotD
2061	1151	947	506	607	781	PA3611	CDS			hypothetical protein
1038	518	607	426	480	455	PA3612	CDS			hypothetical protein
16013	8361	3510	7223	6426	6358	PA3613	CDS			hypothetical protein
9983	4981	2669	4783	4628	4782	PA3614	CDS			hypothetical protein
7947	4736	2934	4881	4410	4489	PA3615	CDS			hypothetical protein
2511	1606	833	1528	1411	1654	PA3616	CDS			recombination regulator RecX
21973	14408	7743	16499	13462	18074	PA3617	CDS	recA		recombinase A
1766	1088	614	937	890	1102	PA3618	CDS			hypothetical protein
874	485	240	576	538	595	PA3619	CDS			hypothetical protein
5539	3174	1782	1291	1118	1731	PA3620	CDS	mutS		DNA mismatch repair protein MutS
4064	1582	3263	1201	1212	2602	PA3621	CDS	fdxA		ferredoxin I
13921	8060	7181	10534	9439	11152	PA3622	CDS	rpoS		RNA polymerase sigma factor RpoS
20694	8262	19837	14386	19724	14253	PA3623	CDS			hypothetical protein
3556	2069	1445	1374	1228	1653	PA3624	CDS	pcm	2.1.1.77	protein-L-isoaspartate O-methyltransferase
3517	2084	1107	817	794	1306	PA3625	CDS	surE	3.1.3.5	5'-nucleotidase SurE
3818	2307	1233	1072	1002	1376	PA3626	CDS		5.4.99.-	tRNA pseudouridine synthase D
2941	1685	1020	881	959	1489	PA3627	CDS	ygbB	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
2203	1481	535	1020	1003	1079	PA3628	CDS			esterase
4718	2969	1398	1885	1830	2442	PA3629	CDS	adhC		alcohol dehydrogenase
1867	993	593	1251	1037	1173	PA3630	CDS	gfnR		glutathione-dependent formaldehyde neutralization regulator GfnR
2826	1555	836	827	794	1141	PA3631	CDS			hypothetical protein
1333	680	667	635	587	673	PA3632	CDS			hypothetical protein
1782	1039	530	496	493	561	PA3633	CDS	ygbP	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
2366	1260	1173	1684	1455	1492	PA3634	CDS			cell division protein FtsB
25293	13638	6769	6584	5743	9571	PA3635	CDS	eno	4.2.1.11	enolase
16367	8553	4734	2247	1990	3523	PA3636	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
36308	18996	10033	5293	5251	9372	PA3637	CDS	pyrG	6.3.4.2	CTP synthetase
1573	975	287	295	300	382	PA3638	CDS			tRNA(Ile)-lysidine synthase
25871	14052	7727	3216	3401	4992	PA3639	CDS	accA	6.4.1.2	acetyl-CoA carboxylase carboxyltransferase subunit alpha
16110	9170	5303	3875	3600	5970	PA3640	CDS	dnaE	2.7.7.7	DNA polymerase III subunit alpha
5278	3090	1700	1253	1194	2319	PA3641	CDS			amino acid permease
997	653	466	437	453	445	PA3642	CDS	rnhB	3.1.26.4	ribonuclease HII
2769	1740	988	697	714	934	PA3643	CDS	lpxB	2.4.1.182	lipid-A-disaccharide synthase
7776	4809	2782	2987	2957	3244	PA3644	CDS	lpxA	2.3.1.129	acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase
5504	3161	2370	1577	1529	2087	PA3645	CDS	fabZ	4.2.1.-	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
9551	5771	3033	4163	3582	4792	PA3646	CDS	lpxD	2.3.1.-	UDP-3-O-acylglucosamine N-acyltransferase
7479	4019	3556	5226	3779	5458	PA3647	CDS			hypothetical protein
25937	14289	11013	8695	7668	13501	PA3648	CDS	opr86		outer membrane protein Opr86
7708	4549	3760	3273	3328	4669	PA3649	CDS			zinc metalloprotease
4412	2900	1426	2415	2029	2318	PA3650	CDS	dxr		1-deoxy-D-xylulose 5-phosphate reductoisomerase
3070	1834	785	918	780	1012	PA3651	CDS	cdsA		phosphatidate cytidylyltransferase
6230	3593	1491	1217	1089	1550	PA3652	CDS	uppS		ditrans,polycis-undecaprenyl-diphosphate synthase
9046	5030	2668	2301	1934	3086	PA3653	CDS	frr		ribosome recycling factor
8939	4697	2275	3119	2378	3879	PA3654	CDS	pyrH	2.7.4.22	uridylate kinase
34738	18934	9776	5121	4142	9415	PA3655	CDS	tsf		elongation factor Ts
65534	36958	21797	10417	8539	23327	PA3656	CDS	rpsB		30S ribosomal protein S2
17049	7776	8598	4809	5033	7698	PA3657	CDS	map	3.4.11.18	methionine aminopeptidase
7169	4107	3173	1657	1618	2212	PA3658	CDS	glnD	2.7.7.59	bifunctional uridylyltransferase/uridylyl-removing protein
2615	1421	889	785	722	907	PA3659	CDS			succinyldiaminopimelate transaminase
2887	1677	1112	960	996	1131	PA3660	CDS			sodium/hydrogen antiporter
83	57	36	34	33	102	PA3661	CDS			hypothetical protein
9168	4645	6637	10919	8194	7997	PA3662	CDS			hypothetical protein
2178	1181	1012	1393	1036	1260	PA3663	CDS			hypothetical protein
2536	1451	1157	983	998	1457	PA3664	CDS			hypothetical protein
1793	1039	565	537	606	726	PA3665	CDS			hypothetical protein
5392	3196	1686	1489	1423	2156	PA3666	CDS	dapD		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
2779	1430	803	1270	1322	1313	PA3667	CDS			cysteine desulfurase
732	371	258	687	691	621	PA3668	CDS			hypothetical protein
555	327	203	944	796	889	PA3669	CDS			hypothetical protein
579	328	280	797	606	991	PA3670	CDS			hypothetical protein
343	191	168	262	200	408	PA3671	CDS			ABC transporter permease
767	475	308	644	604	1047	PA3672	CDS			ABC transporter ATP-binding protein
3830	2233	1542	1246	1190	1877	PA3673	CDS	plsB	2.3.1.15	glycerol-3-phosphate acyltransferase
1046	653	474	588	466	431	PA3674	CDS			hypothetical protein
1805	918	487	605	521	988	PA3675	CDS			hypothetical protein
2376	1174	809	1723	1293	1902	PA3676	CDS			resistance-nodulation-cell division (RND) efflux transporter
639	336	224	498	439	838	PA3677	CDS			resistance-nodulation-cell division (RND) efflux membrane fusion protein
2598	1353	1096	1704	1279	1706	PA3678	CDS			transcriptional regulator
903	569	280	421	412	458	PA3679	CDS			hypothetical protein
489	397	141	164	178	272	PA3680	CDS			ribosomal RNA small subunit methyltransferase J
305	174	137	134	139	143	PA3681	CDS			hypothetical protein
686	362	242	203	222	286	PA3682	CDS			hypothetical protein
1783	985	656	658	757	951	PA3683	CDS			hypothetical protein
2486	1336	1007	1326	1576	1789	PA3684	CDS			hypothetical protein
2267	1431	977	535	570	930	PA3685	CDS			hypothetical protein
8285	6221	2788	1908	2033	3262	PA3686	CDS	adk	2.7.4.3	adenylate kinase
4809	2711	1117	2471	2345	2519	PA3687	CDS	ppc	4.1.1.31	phosphoenolpyruvate carboxylase
2190	1673	661	1713	2227	1581	PA3688	CDS			hypothetical protein
1620	1099	549	1031	1234	1068	PA3689	CDS			transcriptional regulator
3048	1601	843	1527	1452	1737	PA3690	CDS			metal-transporting P-type ATPase
44861	21708	9173	26634	20657	31392	PA3691	CDS			hypothetical protein
55068	27246	10638	25126	21516	26130	PA3692	CDS	lptF		outer membrane porin F
761	575	231	267	245	273	PA3693	CDS			hypothetical protein
843	525	407	407	334	447	PA3694	CDS			hypothetical protein
1996	1124	756	961	785	1056	PA3695	CDS			hypothetical protein
855	523	267	408	380	421	PA3696	CDS			hypothetical protein
2486	1269	961	1098	1071	1255	PA3697	CDS			hypothetical protein
1640	966	704	872	954	1119	PA3698	CDS			hypothetical protein
918	509	453	477	517	720	PA3699	CDS			transcriptional regulator
12564	6936	3263	1686	1389	3026	PA3700	CDS	lysS	6.1.1.6	lysine--tRNA ligase
13163	6863	4959	2833	2674	4615	PA3701	CDS	prfB		peptide chain release factor 1
3086	1788	1190	1312	1177	1273	PA3702	CDS	wspR		two-component response regulator
1848	1028	591	676	787	784	PA3703	CDS	wspF	3.1.1.61	chemotaxis-specific methylesterase
3429	2203	1040	1088	952	916	PA3704	CDS	wspE		chemotaxis sensor/effector fusion protein
1388	782	498	349	317	426	PA3705	CDS	wspD		hypothetical protein
2152	1308	704	503	586	558	PA3706	CDS	wspC		biofilm formation methyltransferase WspC
1153	651	405	290	274	323	PA3707	CDS			hypothetical protein
7750	4180	2869	2616	2331	2775	PA3708	CDS	wspA		chemotaxis transducer
1169	624	512	989	653	797	PA3709	CDS			major facilitator superfamily transporter
7012	4353	3101	1319	1389	1721	PA3710	CDS			GMC-type oxidoreductase
1791	1175	547	1301	1097	1010	PA3711	CDS			transcriptional regulator
4952	2632	1635	3579	3265	3024	PA3712	CDS			hypothetical protein
1194	702	396	515	485	622	PA3713	CDS	spdH		spermidine dehydrogenase SpdH
244	132	94	138	93	133	PA3714	CDS			two-component response regulator
1223	721	314	444	323	581	PA3715	CDS			hypothetical protein
6658	3746	1694	1561	1492	3239	PA3716	CDS			hypothetical protein
550	315	320	355	309	465	PA3717	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
757	453	275	340	314	491	PA3718	CDS			major facilitator superfamily transporter
648	441	224	367	319	544	PA3719	CDS	armR		MexR antirepressor ArmR
2385	1487	1253	1152	1068	1657	PA3720	CDS			hypothetical protein
6788	3773	2414	5013	4929	4071	PA3721	CDS	nalC		transcriptional regulator
2830	1629	1142	997	1206	967	PA3722	CDS			hypothetical protein
5647	3145	1150	4009	4130	3938	PA3723	CDS			FMN oxidoreductase
1262	693	395	5498	3436	3232	PA3724	CDS	lasB		elastase LasB
2828	1792	970	596	510	821	PA3725	CDS	recJ		single-stranded-DNA-specific exonuclease RecJ
798	539	280	147	148	269	PA3726	CDS			hypothetical protein
591	349	334	610	510	818	PA3727	CDS			hypothetical protein
6073	3449	1910	3197	2665	4593	PA3728	CDS			hypothetical protein
8553	4529	2189	2811	2325	4778	PA3729	CDS			hypothetical protein
1576	930	456	440	384	745	PA3730	CDS			hypothetical protein
4958	3251	1335	2036	1703	2679	PA3731	CDS			hypothetical protein
3909	2705	1267	1557	1330	2085	PA3732	CDS			hypothetical protein
2452	1387	1065	1331	1210	1485	PA3733	CDS			hypothetical protein
435	259	258	1957	1361	1341	PA3733a	CDS			hypothetical protein
418	229	213	430	412	376	PA3734	CDS			hypothetical protein
6212	3318	1650	1899	1585	2248	PA3735	CDS	thrC	4.2.3.1	threonine synthase
7588	3954	1964	1676	1511	2390	PA3736	CDS	hom	1.1.1.3	homoserine dehydrogenase
8986	5801	3705	1986	2247	2913	PA3737	CDS	dsbC		thiol:disulfide interchange protein DsbC
1826	1035	1042	463	455	653	PA3738	CDS	xerD		site-specific tyrosine recombinase XerD
1957	1169	589	978	866	1139	PA3739	CDS			sodium/hydrogen antiporter
7261	3354	2914	2295	2141	2524	PA3740	CDS			hypothetical protein
752	467	264	253	231	246	PA3741	CDS			acyl-CoA thioesterase
21346	9437	11350	11282	8652	17260	PA3742	CDS	rplS		50S ribosomal protein L19
20182	13666	6248	3483	3158	5575	PA3743	CDS	trmD		tRNA (guanine-N(1)-)-methyltransferase
19421	14511	6308	3282	3306	5631	PA3744	CDS	rimM		ribosome maturation factor RimM
11440	8059	7769	2911	3202	5515	PA3745	CDS	rpsP		30S ribosomal protein S16
9159	5325	2997	1855	1811	3403	PA3746	CDS	ffh		signal recognition particle protein Ffh
2890	1533	1930	857	907	1431	PA3747	CDS			hypothetical protein
1188	683	750	483	518	671	PA3748	CDS			hypothetical protein
374	226	169	154	156	178	PA3749	CDS			major facilitator superfamily transporter
497	415	127	212	256	232	PA3750	CDS			hypothetical protein
2750	1886	705	824	950	914	PA3751	CDS	purT		phosphoribosylglycinamide formyltransferase
483	319	199	346	341	264	PA3752	CDS			hypothetical protein
3091	1764	1178	2380	2378	2067	PA3753	CDS			hypothetical protein
4871	2754	1718	1804	1928	1747	PA3754	CDS			hypothetical protein
2205	1213	1680	1792	1656	2009	PA3755	CDS			hypothetical protein
3375	1825	2466	1729	1614	2032	PA3756	CDS			hypothetical protein
266	125	135	82	104	118	PA3757	CDS			transcriptional regulator
405	200	107	134	131	176	PA3758	CDS			N-acetylglucosamine-6-phosphate deacetylase
308	142	50	127	93	153	PA3759	CDS			aminotransferase
1014	531	202	549	533	651	PA3760	CDS			N-acetyl-D-glucosamine phosphotransferase system transporter
957	484	233	498	457	483	PA3761	CDS			N-acetyl-D-glucosamine phosphotransferase system transporter
1891	830	771	583	491	791	PA3762	CDS			hypothetical protein
21580	12376	5656	4886	4197	7071	PA3763	CDS	purL	6.3.5.3	phosphoribosylformylglycinamidine synthase
3014	1641	1643	937	1023	1392	PA3764	CDS			membrane-bound lytic murein transglycosylase F
417	258	112	267	275	396	PA3765	CDS			hypothetical protein
1589	787	543	560	607	845	PA3766	CDS			aromatic amino acid transporter
786	413	350	603	569	657	PA3767	CDS			hypothetical protein
3177	1695	1124	1662	1641	2149	PA3768	CDS			metallo-oxidoreductase
9651	4664	2290	2280	1759	2997	PA3769	CDS	guaA	6.3.5.2	GMP synthase
14317	7837	5504	3370	3109	5769	PA3770	CDS	guaB	1.1.1.205	inosine 5'-monophosphate dehydrogenase
508	283	154	390	343	438	PA3771	CDS			transcriptional regulator
438	213	261	212	207	246	PA3772	CDS			hypothetical protein
63	58	27	49	38	47	PA3773	CDS			hypothetical protein
99	62	18	61	40	51	PA3774	CDS			acetylpolyamine aminohydrolase
106	62	45	106	72	100	PA3775	CDS			hypothetical protein
193	95	55	67	71	106	PA3776	CDS			transcriptional regulator
2139	1497	659	546	611	931	PA3777	CDS	xseA	3.1.11.6	exodeoxyribonuclease VII large subunit
970	623	388	383	308	441	PA3778	CDS			transcriptional regulator
560	292	157	240	338	388	PA3779	CDS			hypothetical protein
140	90	28	65	67	71	PA3780	CDS			hypothetical protein
471	292	170	292	298	330	PA3781	CDS			transporter
849	625	241	1061	1010	948	PA3782	CDS			transcriptional regulator
1538	1184	580	2061	1694	1770	PA3783	CDS			hypothetical protein
7026	4394	2472	5149	4489	5216	PA3784	CDS			hypothetical protein
7956	4875	2571	4166	3526	4551	PA3785	CDS			hypothetical protein
5932	3000	2526	2403	2546	3544	PA3786	CDS			hypothetical protein
3084	1528	1243	2079	2460	2670	PA3787	CDS			hypothetical protein
1322	724	344	696	705	632	PA3788	CDS			hypothetical protein
7533	3989	1546	2185	2019	2193	PA3789	CDS			hypothetical protein
52469	24529	8446	6643	5520	8226	PA3790	CDS	oprC		copper transport outer membrane porin OprC
19243	10298	10963	4521	4298	6331	PA3791	CDS			hypothetical protein
11853	6605	3938	3531	3372	4124	PA3792	CDS	leuA	2.3.3.13	2-isopropylmalate synthase
1721	800	925	722	789	1139	PA3793	CDS			hypothetical protein
759	419	310	262	243	470	PA3794	CDS			hypothetical protein
2382	1327	758	1404	1299	1717	PA3795	CDS			oxidoreductase
1225	698	221	814	792	758	PA3796	CDS			hypothetical protein
1831	1247	670	1747	1428	1643	PA3797	CDS			hypothetical protein
1108	716	433	338	371	616	PA3798	CDS			aminotransferase
8046	4418	2802	2694	2925	3425	PA3799	CDS			GTPase Der
7977	4704	1547	2518	2524	2599	PA3800	CDS			outer membrane protein assembly factor BamB
5425	3217	1107	1937	1692	2079	PA3801	CDS			hypothetical protein
7754	4416	2460	2996	2303	3235	PA3802	CDS	hisS	6.1.1.21	histidine--tRNA ligase
7690	4577	2670	2720	2123	2893	PA3803	CDS	gcpE	1.17.7.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
5835	3508	2213	1783	1507	2346	PA3804	CDS			hypothetical protein
5258	3127	2743	1377	1264	2160	PA3805	CDS	pilF		type 4 fimbrial biogenesis protein PilF
18899	11336	5279	3293	2790	4578	PA3806	CDS			23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
31950	18272	13347	4799	4295	10605	PA3807	CDS	ndk	2.7.4.6	nucleoside diphosphate kinase
2836	2449	1540	2638	2902	2293	PA3808	CDS			hypothetical protein
2317	1336	1200	1223	1218	1518	PA3809	CDS	fdx2		(2Fe-2S) ferredoxin
6304	3648	1648	1904	1708	2295	PA3810	CDS	hscA		chaperone protein HscA
3990	2194	1052	634	545	896	PA3811	CDS	hscB		co-chaperone HscB
4008	2414	1189	834	696	1080	PA3812	CDS	iscA		iron-binding protein IscA
6961	4000	2031	1352	1227	1787	PA3813	CDS	iscU		scaffold protein
16092	8896	4468	2722	2472	4390	PA3814	CDS	iscS	2.8.1.7	cysteine desulfurase
4319	2395	2085	866	833	1644	PA3815	CDS	iscR		HTH-type transcriptional regulator
3473	2191	1412	1606	1657	1932	PA3816	CDS	cysE		O-acetylserine synthase
2464	1601	950	537	578	851	PA3817	CDS			methyltransferase
6571	3976	2828	1251	1341	2164	PA3818	CDS			type III secretion system regulator SuhB
14682	7196	6215	26437	19824	21245	PA3819	CDS			hypothetical protein
8933	5220	2668	2076	1745	3378	PA3820	CDS	secF		preprotein translocase subunit SecF
19576	10739	3948	2503	2206	4836	PA3821	CDS	secD		preprotein translocase subunit SecD
10719	4603	5278	2863	2596	5512	PA3822	CDS			preprotein translocase subunit YajC
4496	2618	1877	1234	1003	1531	PA3823	CDS	tgt	2.4.2.29	queuine tRNA-ribosyltransferase
2056	1250	699	507	462	826	PA3824	CDS	queA	5.-.-.-	S-adenosylmethionine--tRNA ribosyltransferase-isomerase
407	167	156	70	43	62	PA3824.1	tRNA			tRNA-Leu
1205	716	599	979	863	962	PA3825	CDS			hypothetical protein
1098	554	539	253	223	356	PA3826	CDS			hypothetical protein
4822	3077	2453	1331	1330	2279	PA3827	CDS			hypothetical protein
7287	4325	3372	1788	1889	2948	PA3828	CDS			hypothetical protein
497	324	136	270	279	261	PA3829	CDS			hypothetical protein
900	528	317	489	567	590	PA3830	CDS			transcriptional regulator
13249	6859	3015	2696	2397	3684	PA3831	CDS	pepA	3.4.11.1	leucyl aminopeptidase
1769	929	382	291	317	417	PA3832	CDS	holC		DNA polymerase III subunit chi
1316	767	467	377	470	423	PA3833	CDS			hypothetical protein
17069	8624	4470	2864	2541	4761	PA3834	CDS	valS	6.1.1.9	valine--tRNA ligase
