CTRL1	CTRL2	CIP1	CIP2	id	type	name	??	description
30	72	40	37	b2799	CDS	fucO	1.1.1.77	L-1,2-propanediol oxidoreductase
12	23	13	14	b2800	CDS	fucA	4.1.2.17	L-fuculose-phosphate aldolase
8	25	4	5	b2801	CDS	fucP		L-fucose:H(+) symporter
31	85	81	66	b2802	CDS	fucI	5.3.1.25	L-fucose isomerase
45	83	66	60	b2803	CDS	fucK	2.7.1.51	L-fuculokinase
74	168	91	83	b2804	CDS	fucU	5.1.3.29	L-fucose mutarotase
142	389	191	180	b2805	CDS	fucR		DNA-binding transcriptional activator FucR
446	1301	681	538	b2806	CDS	rlmM	2.1.1.186	23S rRNA 2'-O-ribose C2498 methyltransferase
80	107	67	59	b2807	CDS	ygdD		DUF423 domain-containing inner membrane protein YgdD
474	807	389	371	b2808	CDS	gcvA		DNA-binding transcriptional dual regulator GcvA
4838	9358	948	927	b2809	CDS	ygdI		DUF903 domain-containing lipoprotein YgdI
399	880	627	521	b2810	CDS	csdA		cysteine sulfinate desulfinase
112	240	209	181	b2811	CDS	csdE		sulfur acceptor protein CsdE
227	493	369	329	b2812	CDS	tcdA		tRNA threonylcarbamoyladenosine dehydratase
538	1176	551	470	b2813	CDS	mltA		membrane-bound lytic murein transglycosylase A
290.336	500.611	220.486	202.477	b2814	tRNA	metZ		tRNA-Met
290.336	500.611	220.486	202.477	b2815	tRNA	metW		tRNA-Met
290.336	500.611	220.486	202.477	b2816	tRNA	metV		tRNA-Met
549	1047	468	389	b2817	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase C
679	1720	482	281	b2818	CDS	argA	2.3.1.1	N-acetylglutamate synthase
440	978	721	551	b2819	CDS	recD	3.1.11.5	exodeoxyribonuclease V subunit RecD
978	2271	1971	1750	b2820	CDS	recB	3.1.11.5	exodeoxyribonuclease V subunit RecB
945	2146	1699	1486	b2821	CDS	ptrA	3.4.24.55	protease 3
656	1275	1396	1189	b2822	CDS	recC	3.1.11.5	exodeoxyribonuclease V subunit RecC
11	37	35	22	b2823	CDS	ppdC		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
20	36	39	18	b2824	CDS	ygdB		DUF2509 domain-containing protein YgdB
24	53	35	32	b2825	CDS	ppdB		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB
16	22	18	19	b2826	CDS	ppdA		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA
818	1532	1353	1126	b2827	CDS	thyA	2.1.1.45	thymidylate synthase
672	1454	1235	1130	b2828	CDS	lgt	2.5.1.145	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
2003	4854	3098	2586	b2829	CDS	ptsP		phosphoenolpyruvate-protein phosphotransferase PtsP
999	2236	1280	1118	b2830	CDS	rppH		RNA pyrophosphohydrolase
38	57	36	55	b4610	CDS	ygdT		YgdT
94	211	111	101	b2831	CDS	mutH		DNA mismatch repair protein MutH
245	548	337	331	b2832	CDS	ygdQ		UPF0053 inner membrane protein YgdQ
1576	2412	804	831	b2833	CDS	ygdR		DUF903 domain-containing lipoprotein YgdR
1658	4390	3711	3388	b2834	CDS	tas		putative NADP(H)-dependent aldo-keto reductase Tas
314	671	472	422	b2835	CDS	lplT		lysophospholipid transporter
634	1468	800	680	b2836	CDS	aas	2.3.1.40	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
381	912	431	382	b2837	CDS	galR		DNA-binding transcriptional dual regulator GalR
472	837	390	286	b2838	CDS	lysA	4.1.1.20	diaminopimelate decarboxylase
83	167	124	87	b2839	CDS	lysR		DNA-binding transcriptional dual regulator LysR
150	343	222	195	b2840	CDS	ygeA		amino acid racemase YgeA
108	278	126	103	b2841	CDS	araE		arabinose:H(+) symporter
82	122	114	85	b2842	CDS	kduD	1.1.1.127	putative 2-keto-3-deoxy-D-gluconate dehydrogenase
47	85	51	34	b2843	CDS	kduI	5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase
181	465	207	129	b2844	CDS	yqeF		putative acyltransferase
71	128	36	40	b2845	CDS	yqeG		putative transporter YqeG
28	18	4	3	b2846	CDS	yqeH		putative LuxR family transcriptional regulator YqeH
80	108	26	33	b2847	CDS	yqeI		putative transcriptional regulator YqeI
19	21	2	1	b2848	CDS	yqeJ		protein YqeJ
1	0	0	0	b4683	CDS	yqeL		uncharacterized protein YqeL
13	10	0	5	b2849	CDS	yqeK		protein YqeK
7	2	0	4	b2851	CDS	ygeG		TPR repeat-containing putative chaperone YgeG
47	22	4	9	b2852	CDS	ygeH		putative transcriptional regulator YgeH
12	13	5	8	b2853	CDS	ygeI		protein YgeI
103.047	228	115.167	102.04	b2860	CDS	insD4		IS2 insertion element protein InsB
58.9526	137.667	82.3333	72.4598	b2861	CDS	insC4		IS2 insertion element repressor InsA
81	122	52	44	b2863	CDS	ygeQ		putative lipoprotein YgeQ
29	68	22	29	b2864	tRNA	glyU		tRNA-Gly
447	864	402	424	b2865	CDS	ygeR		LysM domain-containing putative peptidase lipoprotein YgeR
80	114	109	87	b2866	CDS	xdhA	1.17.1.4	putative xanthine dehydrogenase molybdenum-binding subunit XdhA
7	23	28	15	b2867	CDS	xdhB	1.17.1.4	putative xanthine dehydrogenase FAD-binding subunit XdhB
8	26	22	14	b2868	CDS	xdhC	1.17.1.4	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC
80	145	49	37	b2869	CDS	ygeV		putative sigma(54)-dependent transcriptional regulator YgeV
15	29	11	3	b2870	CDS	ygeW		putative carbamoyltransferase YgeW
19	51	21	16	b2871	CDS	ygeX	4.3.1.15	2,3-diaminopropionate ammonia-lyase
20	44	29	20	b2872	CDS	ygeY		putative peptidase YgeY
23	71	27	17	b2873	CDS	hyuA		phenylhydantoinase
55	104	60	71	b2874	CDS	yqeA		putative amino acid kinase YqeA
35	60	50	43	b2875	CDS	yqeB		XdhC-CoxI family protein YqeB
13	6	3	4	b2876	CDS	yqeC		uncharacterized protein YqeC
95	197	129	152	b2877	CDS	mocA	2.7.7.76	molybdenum cofactor cytidylyltransferase
65	112	66	69	b2878	CDS	ygfK		putative oxidoreductase, Fe-S subunit
6	23	19	11	b2879	CDS	ssnA		putative aminohydrolase SsnA
21	24	19	20	b2880	CDS	ygfM		putative oxidoreductase
74	208	132	112	b2881	CDS	xdhD		fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit
74	117	60	60	b2882	CDS	xanQ		xanthine:H(+) symporter XanQ
90	170	73	56	b2883	CDS	guaD	3.5.4.3	guanine deaminase
64	147	77	60	b4464	CDS	ghxQ		guanine/hypoxanthine transporter GhxQ
13	5	6	8	b2886	CDS	ygfS		putative electron transport protein YgfS
31	40	27	26	b2887	CDS	ygfT		putative oxidoreductase YgfT
13	11	6	6	b2888	CDS	uacT		urate:H(+) symporter
2	0	0	2	b4684	CDS	yqfG		uncharacterized protein YqfG
0	0	0	0	b4753	CDS	yqfH		protein YqfH
132	263	116	120	b2889	CDS	idi	5.3.3.2	isopentenyl-diphosphate Delta-isomerase
3426	7849	7423	5931	b2890	CDS	lysS	6.1.1.6	lysine--tRNA ligase, constitutive
2190	5141	4119	3125	b2891	CDS	prfB		peptide chain release factor RF2
854	1797	1905	1573	b2892	CDS	recJ	3.1.11.6	ssDNA-specific exonuclease RecJ
608	1393	1132	1009	b2893	CDS	dsbC	5.3.4.1	protein disulfide isomerase DsbC
457	1121	756	712	b2894	CDS	xerD		site-specific recombinase
467	1142	631	582	b2895	CDS	fldB		flavodoxin 2
156	391	259	237	b2896	CDS	ygfX		protein YgfX
311	533	310	288	b2897	CDS	sdhE		FAD assembly factor
781	1530	1300	1081	b2898	CDS	ygfZ		folate-binding protein
803	1680	1378	1614	b2899	CDS	yqfA		hemolysin-III family protein YqfA
162	267	103	131	b2900	CDS	yqfB	3.5.1.135	N(4)-acetylcytidine amidohydrolase
794	1546	1212	1052	b2901	CDS	bglA		6-phospho-beta-glucosidase A
81	138	128	103	b2902	CDS	ygfF		putative oxidoreductase YgfF
523	1165	1247	1092	b2903	CDS	gcvP	1.4.4.2	glycine decarboxylase
138	350	265	235	b2904	CDS	gcvH		glycine cleavage system H protein
227	595	506	375	b2905	CDS	gcvT	2.1.2.10	aminomethyltransferase
8	21	2	3	b4754	CDS	yqfI		protein YqfI
484	1046	759	667	b2906	CDS	ubiI	1.14.13.240	2-octaprenylphenol 6-hydroxylase
619	1266	1264	1072	b2907	CDS	ubiH		2-octaprenyl-6-methoxyphenol 4-hydroxylase
1368	3286	2686	2266	b2908	CDS	pepP		Xaa-Pro aminopeptidase
934	1714	1201	1044	b2909	CDS	ygfB		UPF0149 family protein YgfB
2761	6914	2392	2353	b2910	CDS	zapA		cell division protein ZapA
790	1948	964	907	b2912	CDS	fau	6.3.3.2	putative 5-formyltetrahydrofolate cyclo-ligase
60	58	41	55	b4665	CDS	ibsC		toxic peptide IbsC
14824	34079	20085	16815	b2913	CDS	serA	1.1.1.399	phosphoglycerate dehydrogenase
1741	4572	2863	2592	b2914	CDS	rpiA	5.3.1.6	ribose-5-phosphate isomerase A
506	1202	668	509	b2916	CDS	argP		DNA-binding transcriptional dual regulator ArgP
56	112	85	68	b2917	CDS	scpA	5.4.99.2	methylmalonyl-CoA mutase
18	30	24	14	b2918	CDS	argK		methylmalonyl-CoA mutase-interacting GTPase YgfD
14	37	40	28	b2919	CDS	scpB		methylmalonyl-CoA decarboxylase
42	67	58	62	b2920	CDS	scpC		propionyl-CoA:succinate CoA transferase
103	177	104	97	b2921	CDS	ygfI		putative LysR-type DNA-binding transcriptional regulator YgfI
961	2241	1308	1156	b2922	CDS	yggE		DUF541 domain-containing protein YggE
183	327	241	191	b2923	CDS	argO		L-arginine exporter
4284	10149	4170	3604	b2924	CDS	mscS		small conductance mechanosensitive channel MscS
11317	27286	20506	17379	b2925	CDS	fbaA	4.1.2.13	fructose-bisphosphate aldolase class II
8767	22035	17706	15558	b2926	CDS	pgk	2.7.2.3	phosphoglycerate kinase
2526	5199	3520	3348	b2927	CDS	epd	1.2.1.72	D-erythrose-4-phosphate dehydrogenase
297	607	493	425	b2928	CDS	yggC		P-loop NTPase domain-containing protein YggC
203	499	301	268	b2929	CDS	fumE	4.2.1.2	fumarase E
16	25	22	25	b2930	CDS	yggF	3.1.3.11	fructose 1,6-bisphosphatase YggF
15	31	24	19	b4465	CDS	yggP		putative zinc-binding dehydrogenase YggP
6	7	17	6	b2933	CDS	cmtA	2.7.1.197	mannitol-specific PTS enzyme IICB component CmtA
2	1	2	1	b2934	CDS	cmtB	2.7.1.197	mannitol-specific PTS enzyme IIA component CmtB
2638	6740	3818	2500	b2935	CDS	tktA	2.2.1.1	transketolase 1
581	1423	719	569	b2936	CDS	loiP		metalloprotease LoiP
889	2011	1414	1056	b2937	CDS	speB	3.5.3.11	agmatinase
4901	10730	9232	7587	b2938	CDS	speA	4.1.1.19	arginine decarboxylase, biosynthetic
80	191	134	123	b2939	CDS	yqgB		acid stress response protein YqgB
72.4848	137.476	132.512	110.493	b4784	CDS	yqgG		protein YqgG
451.515	752.524	445.488	358.507	b2940	CDS	yqgC		protein YqgC
35	84	24	18	b2941	CDS	yqgD		DUF2684 domain-containing protein YqgD
1711	4691	1625	989	b2942	CDS	metK	2.5.1.6	methionine adenosyltransferase
1348	2328	1084	877	b2943	CDS	galP		galactose:H(+) symporter
50	53	52	29	b2944	CDS	yggI		protein YggI
24	67	39	26	b2945	CDS	endA	3.1.21.1	DNA-specific endonuclease I
180	502	344	269	b2946	CDS	rsmE	2.1.1.193	16S rRNA m(3)U1498 methyltransferase
715	1923	1455	1168	b2947	CDS	gshB	6.3.2.3	glutathione synthetase
1013	2134	1885	1680	b2948	CDS	yqgE		DUF179 domain-containing protein YqgE
290	670	638	560	b2949	CDS	yqgF	3.1.11.1	ribonuclease H-like domain containing nuclease
44	64	91	64	b2950	CDS	yggR		Type II/IV secretion system family protein
204	468	289	296	b2951	CDS	yggS		PLP homeostasis protein
157	360	330	274	b2952	CDS	yggT		uncharacterized protein YggT
70	211	205	154	b2953	CDS	yggU		DUF167 domain-containing protein YggU
203	562	504	391	b2954	CDS	rdgB	3.6.1.66	dITP/XTP pyrophosphatase
430	1247	964	780	b2955	CDS	hemW		heme chaperone HemW
50	70	36	54	b2956	CDS	yggM		DUF1202 domain-containing protein YggM
170	490	344	357	b2957	CDS	ansB	3.5.1.1	L-asparaginase 2
433	868	607	590	b2958	CDS	yggN		DUF2884 domain-containing protein YggN
591	1677	954	828	b2959	CDS	yggL		protein YggL
568	1313	712	573	b2960	CDS	trmB	2.1.1.33	tRNA m(7)G46 methyltransferase
532	1322	941	770	b2961	CDS	mutY	3.2.2.31	adenine DNA glycosylase
143	391	261	224	b2962	CDS	yggX		putative Fe(2(+))-trafficking protein
425	1049	820	674	b2963	CDS	mltC		membrane-bound lytic murein transglycosylase C
137	313	229	222	b2964	CDS	nupG		nucleoside:H(+) symporter NupG
478	997	619	474	b2965	CDS	speC	4.1.1.17	constitutive ornithine decarboxylase
25	32	13	7	b4785	CDS	yqgH		protein YqgH
85	202	143	152	b2966	CDS	yqgA		DUF554 domain-containing protein YqgA
16.5	8	8	6	b2967	tRNA	pheV		tRNA-Phe
34	60	36	29	b2968	CDS	yghD		putative type II secretion system M-type protein YghD
152	316	271	241	b2969	CDS	yghE		putative type II secretion system L-type protein YghE
0	0	0	0	b4786	CDS	yqhJ		protein YqhJ
14	50	56	35	b2970	CDS	yghF		putative type II secretion system C-type protein YghF
8	22	14	5	b2971	CDS	yghG		lipoprotein YghG
24	50	37	40	b2972	CDS	pppA		prepilin peptidase
382	933	935	752	b4466	CDS	yghJ		putative lipoprotein YghJ
196	355	282	186	b2975	CDS	glcA		glycolate/lactate:H(+) symporter GlcA
646	1444	2239	2025	b2976	CDS	glcB	2.3.3.9	malate synthase G
92	172	294	324	b2977	CDS	glcG		putative heme-binding protein GlcG
129	248	410	404	b4467	CDS	glcF	1.1.99.14	glycolate dehydrogenase, putative iron-sulfur subunit
25	71	235	228	b4468	CDS	glcE	1.1.99.14	glycolate dehydrogenase, putative FAD-binding subunit
44	89	468	420	b2979	CDS	glcD	1.1.99.14	glycolate dehydrogenase, putative FAD-linked subunit
103	249	140	93	b2980	CDS	glcC		DNA-binding transcriptional dual regulator GlcC
100	141	78	91	b2981	CDS	yghO		putative DNA-binding transcriptional regulator YghO
303.891	796.838	498.521	408.04	b2982	CDS	insH9		IS5 transposase and trans-activator
29	86	48	48	b2983	CDS	yghQ		putative transport protein YghQ
6	4	4	5	b2984	CDS	yghR		putative ATP-binding protein YghR
2	6	4	3	b2985	CDS	yghS		putative ATP-binding protein YghS
6	15	1	3	b2986	CDS	yghT		putative ATP-binding protein YghT
11	36	18	14	b2987	CDS	pitB		metal phosphate:H(+) symporter PitB
1490	3350	2643	2224	b2988	CDS	gss	3.5.1.78	fused glutathionylspermidine amidase/glutathionylspermidine synthetase
823	2474	1614	1280	b2989	CDS	yghU		disulfide reductase/organic hydroperoxide reductase
34	82	50	45	b2990	CDS	hybG		hydrogenase maturation factor HybG
15	28	32	26	b2991	CDS	hybF		hydrogenase maturation protein HybF
52	128	97	85	b2992	CDS	hybE		hydrogenase 2-specific chaperone
65	187	95	105	b2993	CDS	hybD		hydrogenase 2 maturation protease
198	405	267	208	b2994	CDS	hybC	1.12.5.1	hydrogenase 2 large subunit
24	48	30	27	b2995	CDS	hybB	1.12.5.1	hydrogenase 2 membrane subunit
15	56	24	31	b2996	CDS	hybA	1.12.5.1	hydrogenase 2 iron-sulfur protein
52	140	49	70	b2997	CDS	hybO	1.12.5.1	hydrogenase 2 small subunit
29	30	24	15	b2998	CDS	yghW		DUF2623 domain-containing protein YghW
130	252	83	73	b4755	CDS	yqhI		protein YqhI
134	366	180	179	b3001	CDS	gpr		L-glyceraldehyde 3-phosphate reductase
296	352	169	137	b3002	CDS	yqhA		uncharacterized protein YqhA
659	1195	635	578	b3003	CDS	yghA		NADP(+)-dependent aldehyde reductase
1310	2997	2032	2135	b3005	CDS	exbD		Ton complex subunit ExbD
2649	6078	3089	3083	b3006	CDS	exbB		Ton complex subunit ExbB
743	1789	881	747	b3008	CDS	metC	4.4.1.1	cystathionine beta-lyase/L-cysteine desulfhydrase/alanine racemase
309	544	547	484	b3009	CDS	yghB		DedA family protein YghB
67	126	88	52	b3010	CDS	yqhC		DNA-binding transcriptional activator YqhC
104	304	351	260	b3011	CDS	yqhD	1.1.1.2	NADPH-dependent aldehyde reductase YqhD
862	1672	1393	1311	b3012	CDS	dkgA	1.1.1.346	methylglyoxal reductase DkgA
88	124	79	72	b3013	CDS	yqhG		DUF3828 domain-containing protein YqhG
24	37	31	33	b3014	CDS	yqhH		lipoprotein YqhH
1095	2576	2455	1885	b4469	CDS	ygiQ		radical SAM superfamily protein YgiQ
719	1393	1274	1071	b3017	CDS	ftsP		cell division protein required during stress conditions
441	923	655	669	b3018	CDS	plsC	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase PlsC
1022	2383	1537	1149	b3019	CDS	parC		DNA topoisomerase IV subunit A
181	352	137	123	b3020	CDS	ygiS		putative deoxycholate binding periplasmic protein
146	427	141	147	b3021	CDS	mqsA		antitoxin of the MqsRA toxin-antitoxin system/DNA-binding transcriptional repressor MqsA
146	264	104	85	b3022	CDS	mqsR		mRNA interferase toxin MqsR
106	196	105	58	b3023	CDS	ygiV		DNA-binding transcriptional repressor YgiV
1001	2403	770	737	b3024	CDS	ygiW		BOF family protein YgiW
43	104	38	36	b3025	CDS	qseB		DNA-binding transcriptional activator QseB
88	242	83	54	b3026	CDS	qseC	2.7.13.3	sensor histidine kinase QseC
6	4	3	2	b3027	CDS	ygiZ		DUF2645 domain-containing inner membrane protein YgiZ
123	308	246	189	b3028	CDS	mdaB	1.6.5.10	NADPH:quinone oxidoreductase MdaB
780	1490	656	637	b3029	CDS	ygiN		putative quinol monooxygenase YgiN
1350	3334	2685	2323	b3030	CDS	parE		DNA topoisomerase IV subunit B
284	680	572	450	b3031	CDS	yqiA		esterase YqiA
501	1195	1003	734	b3032	CDS	cpdA	3.1.4.53	cAMP phosphodiesterase
230	527	458	445	b3033	CDS	yqiB		DUF1249 domain-containing protein YqiB
410	808	687	645	b3034	CDS	nudF	3.6.1.21	ADP-sugar pyrophosphatase
3839	10238	6292	5596	b3035	CDS	tolC		outer membrane channel TolC
921	2557	1733	1536	b3037	CDS	ygiB		DUF1190 domain-containing protein YgiB
1427	3771	2720	2378	b3038	CDS	ygiC		putative acid--amine ligase YgiC
81	201	153	173	b3039	CDS	ygiD	1.13.11.29	4,5-DOPA dioxygenase extradiol
445	938	620	535	b3040	CDS	zupT		heavy metal divalent cation transporter ZupT
127	198	48	49	b4756	CDS	yqiD		protein YqiD
1095	2634	1404	1163	b3041	CDS	ribB	4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase
629	1292	749	721	b3042	CDS	ubiK		ubiquinone biosynthesis accessory factor UbiK
19	8	8	10	b3043	CDS	ygiL		putative fimbrial protein YgiL
77	123	74	48	b3046	CDS	yqiG		putative outer membrane usher protein YqiG
58.9526	137.667	82.3333	72.4598	b3044	CDS	insC5		IS2 insertion element repressor InsA
103.047	228	115.167	102.04	b3045	CDS	insD5		IS2 insertion element protein InsB
13	17	6	2	b3047	CDS	yqiH		putative fimbrial chaperone YqiH
77	106	22	38	b3048	CDS	yqiI		putative fimbrial protein YqiI
772	1123	278	236	b3049	CDS	glgS		surface composition regulator
65	80	25	29	b3050	CDS	yqiJ		DUF1449 domain-containing inner membrane protein YqiJ
77	112	87	82	b3051	CDS	yqiK		flotillin family inner membrane protein YqiK
43	59	78	57	b4664	CDS	ibsD		putative toxic peptide IbsD
98	120	147	164	b4666	CDS	ibsE		toxic peptide IbsE
1018	2261	1657	1391	b3052	CDS	hldE	2.7.1.167	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
884	1616	1630	1412	b3053	CDS	glnE	2.7.7.42	fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
510	1092	949	733	b3054	CDS	ygiF	3.6.1.25	inorganic triphosphatase
630	1477	855	701	b3055	CDS	ygiM		putative signal transduction protein (SH3 domain)
1116	2628	2093	1808	b3056	CDS	cca	2.7.7.72	fused CCA tRNA nucleotidyltransferase/phosphohydrolase
287	569	391	318	b3057	CDS	bacA	3.6.1.27	undecaprenyl pyrophosphate phosphatase
59	85	67	45	b3058	CDS	folB	4.1.2.25	dihydroneopterin aldolase
133	247	110	114	b3059	CDS	plsY		putative glycerol-3-phosphate acyltransferase
30	58	22	17	b3060	CDS	ttdR		DNA-binding transcriptional activator Dan
8	15	3	8	b3061	CDS	ttdA	4.2.1.32	L(+)-tartrate dehydratase subunit alpha
7	5	11	6	b3062	CDS	ttdB	4.2.1.32	L(+)-tartrate dehydratase subunit beta
29	44	43	35	b3063	CDS	ttdT		L-tartrate:succinate antiporter
329	669	477	349	b3064	CDS	tsaD	2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase, TsaD subunit
4792	11180	5240	4728	b3065	CDS	rpsU		30S ribosomal subunit protein S21
1853	4157	3305	2651	b3066	CDS	dnaG	2.7.7.101	DNA primase
4373	9710	7472	6755	b3067	CDS	rpoD		RNA polymerase, sigma 70 (sigma D) factor
351	755	326	317	b3068	CDS	mug	3.2.2.28	stationary phase mismatch/uracil DNA glycosylase
1	3	2	1	b3069	tRNA	ileX		tRNA-Ile
195	463	235	208	b3070	CDS	nfeF	1.16.1.9	NADPH-dependent ferric-chelate reductase
137	318	219	202	b3071	CDS	nfeR		DNA-binding transcriptional repressor NfeR
173	381	322	258	b3072	CDS	aer		aerotaxis sensor receptor, flavoprotein
4948	13930	13048	11391	b3073	CDS	patA	2.6.1.29	putrescine aminotransferase
70	155	149	145	b3074	CDS	ygjH		putative tRNA-binding protein YgjH
399	852	441	436	b3075	CDS	ebgR		DNA-binding transcriptional repressor EbgR
28	91	54	43	b3076	CDS	ebgA		evolved beta-D-galactosidase subunit alpha
2	10	7	3	b3077	CDS	ebgC		DUF386 domain-containing evolved beta-D-galactosidase subunit beta
6	18	5	4	b3078	CDS	ygjI		putative transporter YgjI
9	22	8	3	b3079	CDS	ygjJ		protein YgjJ
45	92	60	47	b3080	CDS	ygjK		glycoside hydrolase
70	92	72	59	b3081	CDS	fadH	1.3.1.34	2,4-dienoyl-CoA reductase
41	42	35	23	b3082	CDS	higA		antitoxin/DNA-binding transcriptional repressor HigA
21	26	18	13	b3083	CDS	higB		ribosome-dependent mRNA interferase toxin HigB
244	478	358	288	b3084	CDS	rlmG	2.1.1.174	23S rRNA m(2)G1835 methyltransferase
41	94	43	45	b3085	CDS	ygjP		putative metal-dependent hydrolase
4	18	15	9	b3086	CDS	ygjQ		DUF218 domain-containing protein YgjQ
250	692	415	313	b3087	CDS	ygjR		putative oxidoreductase YgjR
219	424	341	347	b3088	CDS	alx		putative membrane-bound redox modulator Alx
1755	4290	2261	1987	b3089	CDS	sstT		serine/threonine:Na(+) symporter
49	91	68	49	b3090	CDS	ygjV		inner membrane protein
70	176	114	93	b3091	CDS	uxaA	4.2.1.7	D-altronate dehydratase
73	167	97	107	b3092	CDS	uxaC	5.3.1.12	D-glucoronate/D-galacturonate isomerase
106	173	188	173	b3093	CDS	exuT		hexuronate transporter
1014	2588	1466	1450	b3094	CDS	exuR		DNA-binding transcriptional repressor ExuR
48	77	34	46	b4787	CDS	yqiM		protein YqiM
506	834	477	526	b3095	CDS	yqjA		DedA family protein YqjA
220	524	395	403	b3096	CDS	mzrA		modulator protein MzrA
3279	9320	4893	4568	b3097	CDS	yqjC		DUF1090 domain-containing protein YqjC
1585	3643	2041	1922	b3098	CDS	yqjD		ribosome- and membrane-associated DUF883 domain-containing protein YqjD
1199	2675	1841	1615	b3099	CDS	yqjE		inner membrane protein YqjE
580	1287	1165	988	b3100	CDS	yqjK		PF13997 family protein YqjK
98	184	134	120	b3101	CDS	yqjF		DoxX family protein
