id	type	gene	version	description
PaeAG1_04325	CDS	gstB	2.5.1.18	Glutathione S-transferase GST-6.0
PaeAG1_04326	CDS			hypothetical protein
PaeAG1_04327	CDS			purine-binding chemotaxis protein
PaeAG1_04328	CDS			hypothetical protein
PaeAG1_04329	CDS			plasmid partitioning protein
PaeAG1_04330	CDS	motD		flagellar motor protein MotD
PaeAG1_04331	CDS	motC		flagellar motor protein
PaeAG1_04332	CDS		3.1.1.61	chemotaxis-specific methylesterase
PaeAG1_04333	CDS			two-component sensor
PaeAG1_04334	CDS	cheZ		protein phosphatase CheZ
PaeAG1_04335	CDS	cheY		chemotaxis protein CheY
PaeAG1_04336	CDS	fliA		flagellar biosynthesis sigma factor FliA
PaeAG1_04337	CDS	fleN		flagellar synthesis regulator FleN
PaeAG1_04338	CDS	flhF		flagellar biosynthesis regulator FlhF
PaeAG1_04339	CDS	flhA		flagellar biosynthesis protein FlhA
PaeAG1_04340	CDS			hypothetical protein
PaeAG1_04341	CDS			hypothetical protein
PaeAG1_04342	CDS	flhB		flagellar biosynthesis protein FlhB
PaeAG1_04343	CDS	fliR		flagellar biosynthesis protein FliR
PaeAG1_04344	CDS	fliQ		flagellar biosynthesis protein FliQ
PaeAG1_04345	CDS	fliP		flagellar biosynthesis protein FliP
PaeAG1_04346	CDS	fliO		flagellar protein FliO
PaeAG1_04347	CDS	fliN		flagellar motor switch protein FliN
PaeAG1_04348	CDS	fliM		flagellar motor switch protein FliM
PaeAG1_04349	CDS			flagellar basal body protein FliL
PaeAG1_04350	CDS			hypothetical protein
PaeAG1_04351	CDS			hypothetical protein
PaeAG1_04352	CDS	ybaN		Inner membrane protein YbaN
PaeAG1_04353	CDS			two-component sensor
PaeAG1_04354	CDS			two-component response regulator
PaeAG1_04355	CDS			resistance-nodulation-cell division (RND) efflux transporter
PaeAG1_04356	CDS			resistance-nodulation-cell division (RND) efflux membrane fusion protein
PaeAG1_04357	CDS			hypothetical protein
PaeAG1_04358	CDS			hypothetical protein
PaeAG1_04359	CDS	lasI		acyl-homoserine-lactone synthase
PaeAG1_04360	CDS	rsaL		regulatory protein RsaL
PaeAG1_04361	CDS	lasR		transcriptional regulator LasR
PaeAG1_04362	CDS	prtR_2		HTH-type transcriptional regulator PrtR
PaeAG1_04363	CDS			hypothetical protein
PaeAG1_04364	CDS			hypothetical protein
PaeAG1_04365	CDS			hypothetical protein
PaeAG1_04366	CDS			hypothetical protein
PaeAG1_04367	CDS			hypothetical protein
PaeAG1_04368	CDS			hypothetical protein
PaeAG1_04369	CDS			hypothetical protein
PaeAG1_04370	CDS			hypothetical protein
PaeAG1_04371	CDS			hypothetical protein
PaeAG1_04372	CDS			hypothetical protein
PaeAG1_04373	CDS			hypothetical protein
PaeAG1_04374	CDS			hypothetical protein
PaeAG1_04375	CDS			hypothetical protein
PaeAG1_04376	CDS			hypothetical protein
PaeAG1_04377	CDS			hypothetical protein
PaeAG1_04378	CDS			hypothetical protein
PaeAG1_04379	CDS			hypothetical protein
PaeAG1_04380	CDS			hypothetical protein
PaeAG1_04381	CDS			hypothetical protein
PaeAG1_04382	CDS			hypothetical protein
PaeAG1_04383	CDS			hypothetical protein
PaeAG1_04384	CDS			hypothetical protein
PaeAG1_04385	CDS			hypothetical protein
PaeAG1_04386	CDS			hypothetical protein
PaeAG1_04387	CDS			hypothetical protein
PaeAG1_04388	CDS			hypothetical protein
PaeAG1_04389	CDS			hypothetical protein
PaeAG1_04390	CDS			hypothetical protein
PaeAG1_04391	CDS			hypothetical protein
PaeAG1_04392	CDS			hypothetical protein
PaeAG1_04393	CDS			hypothetical protein
PaeAG1_04394	CDS			hypothetical protein
PaeAG1_04395	CDS			hypothetical protein
PaeAG1_04396	CDS			hypothetical protein
PaeAG1_04397	CDS			hypothetical protein
PaeAG1_04398	CDS			hypothetical protein
PaeAG1_04399	CDS			hypothetical protein
PaeAG1_04400	CDS			hypothetical protein
PaeAG1_04401	CDS			hypothetical protein
PaeAG1_04402	CDS			hypothetical protein
PaeAG1_04403	CDS			hypothetical protein
PaeAG1_04404	CDS			hypothetical protein
PaeAG1_04405	CDS			hypothetical protein
PaeAG1_04406	CDS			hypothetical protein
PaeAG1_04407	CDS			hypothetical protein
PaeAG1_04408	CDS			hypothetical protein
PaeAG1_04409	CDS			hypothetical protein
PaeAG1_04410	CDS			hypothetical protein
PaeAG1_04411	CDS			hypothetical protein
PaeAG1_04412	CDS			hypothetical protein
PaeAG1_04413	CDS			hypothetical protein
PaeAG1_04414	CDS			hypothetical protein
PaeAG1_04415	CDS			hypothetical protein
PaeAG1_04416	CDS			hypothetical protein
PaeAG1_04417	CDS			hypothetical protein
PaeAG1_04418	CDS			hypothetical protein
PaeAG1_04419	CDS			hypothetical protein
PaeAG1_04420	CDS			cation-transporting P-type ATPase
PaeAG1_04421	CDS			acetyltransferase
PaeAG1_04422	CDS			hypothetical protein
PaeAG1_04423	CDS			ABC transporter ATP-binding protein
PaeAG1_04424	CDS			hypothetical protein
PaeAG1_04425	CDS			hypothetical protein
PaeAG1_04426	CDS	bdlA		biofilm dispersion protein
PaeAG1_04427	CDS	gbuR		protein GbuR
PaeAG1_04428	CDS	gbuA		guanidinobutyrase
PaeAG1_04429	CDS			hypothetical protein
PaeAG1_04430	CDS			transporter
PaeAG1_04431	CDS			sodium:solute symport protein
PaeAG1_04432	CDS			acetolactate synthase
PaeAG1_04433	CDS	glcD_3		glycolate oxidase subunit GlcD
PaeAG1_04434	CDS	gloB_2	3.1.2.6	Hydroxyacylglutathione hydrolase
PaeAG1_04435	CDS			hypothetical protein
PaeAG1_04436	CDS			transcriptional regulator
PaeAG1_04437	CDS			hypothetical protein
PaeAG1_04438	CDS			hypothetical protein
PaeAG1_04439	CDS			spermidine/putrescine-binding protein
PaeAG1_04440	CDS	aphA		acetylpolyamine aminohydrolase
PaeAG1_04441	CDS			hypothetical protein
PaeAG1_04442	CDS	rlmL	2.1.1.264	Ribosomal RNA large subunit methyltransferase K/L
PaeAG1_04443	CDS			hypothetical protein
PaeAG1_04444	CDS			helicase
PaeAG1_04445	CDS			hypothetical protein
PaeAG1_04446	CDS			transcriptional regulator
PaeAG1_04447	CDS			hypothetical protein
PaeAG1_04448	CDS			hypothetical protein
PaeAG1_04449	CDS			pyruvate carboxylase
PaeAG1_04450	CDS			transcriptional regulator
PaeAG1_04451	CDS			hypothetical protein
PaeAG1_04452	CDS			two-component response regulator
PaeAG1_04453	CDS			two-component sensor
PaeAG1_04454	CDS			hypothetical protein
PaeAG1_04455	CDS			hypothetical protein
PaeAG1_04456	CDS			3-mercaptopyruvate sulfurtransferase
PaeAG1_04457	CDS			alpha/beta hydrolase
PaeAG1_04458	CDS			transcriptional regulator
PaeAG1_04459	CDS			hypothetical protein
PaeAG1_04460	tRNA			tRNA-Ser
PaeAG1_04461	CDS			glutathione peroxidase
PaeAG1_04462	CDS			major facilitator superfamily transporter
PaeAG1_04463	CDS			transcriptional regulator
PaeAG1_04464	CDS			acyl-CoA dehydrogenase
PaeAG1_04465	CDS			transcriptional regulator
PaeAG1_04466	CDS			major facilitator superfamily transporter
PaeAG1_04467	CDS	cobV		adenosylcobinamide-GDP ribazoletransferase
PaeAG1_04468	CDS	pspB	3.1.3.3	Putative phosphoserine phosphatase 2
PaeAG1_04469	CDS	cobU	2.4.2.21	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PaeAG1_04470	CDS	cobP	2.7.1.156	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
PaeAG1_04471	CDS	cobQ		cobyric acid synthase
PaeAG1_04472	CDS	cobC	4.1.1.81	threonine-phosphate decarboxylase
PaeAG1_04473	CDS	cobD		cobalamin biosynthesis protein CobD
PaeAG1_04474	CDS			5,6-dimethylbenzimidazole synthase
PaeAG1_04475	CDS	cobB		hydrogenobyrinate a,c-diamide synthase
PaeAG1_04476	CDS	cobO_1	2.5.1.17	cob(I)yrinic acid a,c-diamide adenosyltransferase
PaeAG1_04477	CDS			tonB-dependent receptor
PaeAG1_04478	CDS	aaeB_4		p-hydroxybenzoic acid efflux pump subunit AaeB
PaeAG1_04479	CDS			transcriptional regulator
PaeAG1_04480	CDS			4-hydroxyproline 2-epimerase
PaeAG1_04481	CDS	hcnC_2		hydrogen cyanide synthase subunit HcnC
PaeAG1_04482	CDS	hcnA_2		hydrogen cyanide synthase subunit HcnA
PaeAG1_04483	CDS			oxidoreductase
PaeAG1_04484	CDS			hypothetical protein
PaeAG1_04485	CDS			transcriptional regulator
PaeAG1_04486	CDS			hypothetical protein
PaeAG1_04487	CDS			major facilitator superfamily transporter
PaeAG1_04488	CDS			transcriptional regulator
PaeAG1_04489	CDS			amino acid ABC transporter substrate-binding protein
PaeAG1_04490	CDS			hypothetical protein
PaeAG1_04491	CDS			ABC transporter permease
PaeAG1_04492	CDS			amino acid ABC transporter permease
PaeAG1_04493	CDS			amino acid ABC transporter ATP binding protein
PaeAG1_04494	CDS			trans-3-hydroxy-L-proline dehydratase
PaeAG1_04495	CDS			dihydrodipicolinate synthetase
PaeAG1_04496	CDS			semialdehyde dehydrogenase
PaeAG1_04497	CDS			bifunctional Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2- carboxylate reductase
PaeAG1_04498	CDS			chemotaxis transducer
PaeAG1_04499	CDS	aprI		alkaline proteinase inhibitor AprI
PaeAG1_04500	CDS	aprA		alkaline metalloproteinase
PaeAG1_04501	CDS	aprF_3		alkaline protease secretion protein AprF
PaeAG1_04502	CDS	aprE		alkaline protease secretion protein AprE
PaeAG1_04503	CDS	aprD		alkaline protease secretion ATP-binding protein AprD
PaeAG1_04504	CDS			hypothetical protein
PaeAG1_04505	CDS			hypothetical protein
PaeAG1_04506	CDS			sensor/response regulator hybrid protein
PaeAG1_04507	CDS			hypothetical protein
PaeAG1_04508	CDS			multidrug efflux pump outer membrane protein
PaeAG1_04509	CDS			multidrug resistance efflux pump
PaeAG1_04510	CDS			major facilitator superfamily transporter
PaeAG1_04511	CDS			transcriptional regulator
PaeAG1_04512	CDS			hypothetical protein
PaeAG1_04513	CDS			hypothetical protein
PaeAG1_04514	CDS	aaeB_5		p-hydroxybenzoic acid efflux pump subunit AaeB
PaeAG1_04515	CDS	aaeA		p-hydroxybenzoic acid efflux pump subunit AaeA
PaeAG1_04516	CDS			hypothetical protein
PaeAG1_04517	CDS			transcriptional regulator
PaeAG1_04518	CDS			hypothetical protein
PaeAG1_04519	CDS			hypothetical protein
PaeAG1_04520	CDS			transcriptional regulator
PaeAG1_04521	CDS			NAD(P)H dehydrogenase
PaeAG1_04522	CDS			NAD(P)H dehydrogenase
PaeAG1_04523	CDS			transcriptional regulator
PaeAG1_04524	CDS			membrane-bound lytic murein transglycosylase A
PaeAG1_04525	CDS	pvdL_2		peptide synthase
PaeAG1_04526	CDS			hypothetical protein
PaeAG1_04527	CDS			hypothetical protein
PaeAG1_04528	CDS			hypothetical protein
PaeAG1_04529	CDS			2-isopropylmalate synthase
PaeAG1_04530	CDS	tam_5	2.1.1.144	Trans-aconitate 2-methyltransferase
PaeAG1_04531	CDS	pvdD		pyoverdine synthetase D
PaeAG1_04532	CDS			asparagine synthetase
PaeAG1_04533	CDS			hypothetical protein
PaeAG1_04534	CDS			major facilitator superfamily transporter
PaeAG1_04535	CDS			hypothetical protein
PaeAG1_04536	CDS			quercetin 2,3-dioxygenase
PaeAG1_04537	CDS			hypothetical protein
PaeAG1_04538	CDS	ethA	1.14.13.-	FAD-containing monooxygenase EthA
PaeAG1_04539	CDS	kefB_1		glutathione-regulated potassium-efflux system protein KefB
PaeAG1_04540	CDS			hypothetical protein
PaeAG1_04541	CDS			quercetin 2,3-dioxygenase
PaeAG1_04542	CDS			NAD(P)H-dependent FMN reductase
PaeAG1_04543	CDS			hypothetical protein
PaeAG1_04544	CDS			hydrolase
PaeAG1_04545	CDS			transcriptional regulator
PaeAG1_04546	CDS		2.1.1.-	Putative O-methyltransferase/MSMEI_4947
PaeAG1_04547	CDS			lipoprotein
PaeAG1_04548	CDS			hypothetical protein
PaeAG1_04549	CDS			NAD-dependent protein deacylase
PaeAG1_04550	CDS			transcriptional regulator
PaeAG1_04551	CDS		3.5.3.18	N(G),N(G)-dimethylarginine dimethylaminohydrolase
PaeAG1_04552	CDS			amino acid permease
PaeAG1_04553	CDS			hypothetical protein
PaeAG1_04554	CDS			tRNA 2-thiocytidine biosynthesis protein TtcA
PaeAG1_04555	CDS			hypothetical protein
PaeAG1_04556	CDS	yohC_2		Inner membrane protein YohC
PaeAG1_04557	CDS			Zn-dependent metalloprotease
PaeAG1_04558	CDS	yfdE_3	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
PaeAG1_04559	CDS			acyl-CoA dehydrogenase
PaeAG1_04560	CDS	fgd	1.1.98.2	F420-dependent glucose-6-phosphate dehydrogenase
PaeAG1_04561	CDS			glutathione S-transferase
PaeAG1_04562	CDS			transcriptional regulator
PaeAG1_04563	CDS	dctA		C4-dicarboxylate transport protein
PaeAG1_04564	CDS			transcriptional regulator
PaeAG1_04565	CDS			sensor protein
PaeAG1_04566	CDS	phoQ		two-component sensor PhoQ
PaeAG1_04567	CDS	phoP		two-component response regulator PhoP
PaeAG1_04568	CDS	oprH		PhoP/Q and low Mg2+ inducible outer membrane protein H1
PaeAG1_04569	CDS	napE		nitrate reductase protein NapE
PaeAG1_04570	CDS	napF		ferredoxin protein NapF
PaeAG1_04571	CDS	napD		nitrate reductase biosynthesis protein NapD
PaeAG1_04572	CDS	napA		nitrate reductase catalytic subunit
PaeAG1_04573	CDS	napB		cytochrome C protein NapB
PaeAG1_04574	CDS	napC		cytochrome C protein NapC
PaeAG1_04575	CDS			transglycosylase
PaeAG1_04576	CDS			hypothetical protein
PaeAG1_04577	CDS			arachidonate 15-lipoxygenase
PaeAG1_04578	CDS			hypothetical protein
PaeAG1_04579	CDS	alyA_2	4.2.2.3	Alginate lyase
PaeAG1_04580	CDS			hypothetical protein
PaeAG1_04581	CDS	pcpS		4'-phosphopantetheinyl transferase
PaeAG1_04582	CDS	tcdA	6.1.-.-	tRNA threonylcarbamoyladenosine dehydratase
PaeAG1_04583	CDS	ndvB		glycosyl transferase
PaeAG1_04584	CDS	dapE		succinyl-diaminopimelate desuccinylase
PaeAG1_04585	CDS	rrmA		rRNA methyltransferase
PaeAG1_04586	CDS			hypothetical protein
PaeAG1_04587	CDS			cold-shock protein
PaeAG1_04588	CDS			two-component sensor
PaeAG1_04589	CDS			two-component response regulator
PaeAG1_04590	CDS	nrdA	1.17.4.1	ribonucleotide-diphosphate reductase subunit alpha
PaeAG1_04591	CDS	nrdB	1.17.4.1	ribonucleotide-diphosphate reductase subunit beta
PaeAG1_04592	CDS	rayT		REP-associated tyrosine transposase
PaeAG1_04593	CDS			hypothetical protein
PaeAG1_04594	CDS			hypothetical protein
PaeAG1_04595	CDS	imm2		pyocin-S2 immunity protein
PaeAG1_04596	CDS	pys2		pyocin-S2
PaeAG1_04597	CDS			hypothetical protein
PaeAG1_04598	CDS			hypothetical protein
PaeAG1_04599	CDS			IS3 family transposase IS222
PaeAG1_04600	CDS			IS3 family transposase IS222
PaeAG1_04601	CDS	toxA		exotoxin A
PaeAG1_04602	CDS			amino acid permease
PaeAG1_04603	CDS			iron-containing alcohol dehydrogenase
PaeAG1_04604	CDS			transcriptional regulator
PaeAG1_04605	CDS			major facilitator superfamily transporter
PaeAG1_04606	CDS	serB1	3.1.3.3	Phosphoserine phosphatase SerB1
PaeAG1_04607	CDS			transcriptional regulator
PaeAG1_04608	CDS			transcriptional regulator
PaeAG1_04609	CDS	allE	3.5.3.26	(S)-ureidoglycine aminohydrolase
PaeAG1_04610	CDS			hypothetical protein
PaeAG1_04611	CDS			transcriptional regulator
PaeAG1_04612	CDS			oxidoreductase
PaeAG1_04613	CDS			transcriptional regulator
PaeAG1_04614	CDS			molecular chaperone Hsp31/glyoxalase
PaeAG1_04615	CDS			hypothetical protein
PaeAG1_04616	CDS			hypothetical protein
PaeAG1_04617	CDS			hypothetical protein
PaeAG1_04618	CDS			major facilitator superfamily transporter
PaeAG1_04619	CDS	rhlC		rhamnosyltransferase
PaeAG1_04620	CDS			glutathione transferase FosA
PaeAG1_04621	CDS			transcriptional regulator
PaeAG1_04622	CDS			oxidoreductase
PaeAG1_04623	CDS			hypothetical protein
PaeAG1_04624	CDS			NAD-dependent protein deacylase
PaeAG1_04625	CDS	dgt	3.1.5.1	deoxyguanosinetriphosphate triphosphohydrolase
PaeAG1_04626	CDS			hypothetical protein
PaeAG1_04627	CDS	def_2	3.5.1.88	peptide deformylase
PaeAG1_04628	CDS			hypothetical protein
PaeAG1_04629	CDS	tpbB		diguanylate cyclase
PaeAG1_04630	CDS			hypothetical protein
PaeAG1_04631	CDS			hypothetical protein
PaeAG1_04632	CDS			hypothetical protein
PaeAG1_04633	CDS	cvfB		Conserved virulence factor B
PaeAG1_04634	CDS	mdoB_2	2.7.8.20	Phosphoglycerol transferase I
PaeAG1_04635	CDS			hypothetical protein
PaeAG1_04636	CDS			ABC transporter ATP-binding protein/permease
PaeAG1_04637	CDS			hypothetical protein
PaeAG1_04638	CDS			DNA-binding protein
PaeAG1_04639	CDS	yliI	1.1.5.-	Aldose sugar dehydrogenase YliI
PaeAG1_04640	CDS			hypothetical protein
PaeAG1_04641	CDS	rluF	5.4.99.21	23S rRNA pseudouridine(2604) synthase
PaeAG1_04642	CDS			transcriptional regulator
PaeAG1_04643	CDS			major facilitator superfamily transporter
PaeAG1_04644	CDS			hypothetical protein
PaeAG1_04645	CDS			hypothetical protein
PaeAG1_04646	CDS	fliJ		flagellar biosynthesis chaperone
PaeAG1_04647	CDS	fliI		flagellum-specific ATP synthase
PaeAG1_04648	CDS			flagellar assembly protein FliH
PaeAG1_04649	CDS	fliG		flagellar motor switch protein FliG
PaeAG1_04650	CDS	fliF		flagellar MS-ring protein
PaeAG1_04651	CDS	fliE		flagellar hook-basal body complex protein FliE
PaeAG1_04652	CDS	fleR		two-component response regulator
PaeAG1_04653	CDS	fleS		two-component sensor
PaeAG1_04654	CDS	fleQ		transcriptional regulator FleQ
PaeAG1_04655	CDS			hypothetical protein
PaeAG1_04656	CDS			B-type flagellar protein FliS
PaeAG1_04657	CDS	fliD		B-type flagellar hook-associated protein
PaeAG1_04658	CDS			hypothetical protein
PaeAG1_04659	CDS	fliC		B-type flagellin
PaeAG1_04660	CDS	fgtA		flagellar glycosyl transferase FgtA
PaeAG1_04661	CDS	ispD	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PaeAG1_04662	CDS			phosphoserine phosphatase
PaeAG1_04663	CDS	tam_6	2.1.1.144	Trans-aconitate 2-methyltransferase
PaeAG1_04664	CDS	flgL		flagellar hook-associated protein FlgL
PaeAG1_04665	CDS	flgK		flagellar hook-associated protein FlgK
PaeAG1_04666	CDS	flgJ		peptidoglycan hydrolase FlgJ
PaeAG1_04667	CDS	flgI		flagellar basal body P-ring protein
PaeAG1_04668	CDS	flgH		flagellar basal body L-ring protein
PaeAG1_04669	CDS	flgG		flagellar basal body rod protein FlgG
PaeAG1_04670	CDS	flgF		flagellar basal body rod protein FlgF
PaeAG1_04671	CDS	flgE		flagellar hook protein FlgE
PaeAG1_04672	CDS	flgD		flagellar basal body rod modification protein
PaeAG1_04673	CDS	flgC		flagellar basal body rod protein FlgC
PaeAG1_04674	CDS	flgB		flagellar basal-body rod protein FlgB
PaeAG1_04675	CDS			hypothetical protein
PaeAG1_04676	CDS			hypothetical protein
PaeAG1_04677	CDS	braC		branched-chain amino acid ABC transporter substrate-binding protein BraC
PaeAG1_04678	CDS	braD		branched-chain amino acid ABC transporter permease BraD
PaeAG1_04679	CDS	braE		branched-chain amino acid ABC transporter permease BraE
PaeAG1_04680	CDS	braF		ABC transporter ATP-binding protein
PaeAG1_04681	CDS	braG		ABC transporter ATP-binding protein
PaeAG1_04682	CDS			hypothetical protein
PaeAG1_04683	CDS			heat shock protein
PaeAG1_04684	CDS			transcriptional regulator
PaeAG1_04685	CDS			short-chain dehydrogenase
PaeAG1_04686	CDS			hypothetical protein
PaeAG1_04687	CDS			hypothetical protein
PaeAG1_04688	CDS			hypothetical protein
PaeAG1_04689	CDS			hypothetical protein
PaeAG1_04690	CDS	cysM_1	2.5.1.47	cysteine synthase B
PaeAG1_04691	CDS			hypothetical protein
PaeAG1_04692	CDS			monovalent cation/H+ antiporter subunit G
PaeAG1_04693	CDS			monovalent cation/H+ antiporter subunit F
PaeAG1_04694	CDS			monovalent cation/H+ antiporter subunit E
PaeAG1_04695	CDS			monovalent cation/H+ antiporter subunit D
PaeAG1_04696	CDS			monovalent cation/H+ antiporter subunit C
PaeAG1_04697	CDS			monovalent cation/H+ antiporter subunit A
PaeAG1_04698	CDS	slyB		Outer membrane lipoprotein SlyB
PaeAG1_04699	CDS			hypothetical protein
PaeAG1_04700	CDS	garK	2.7.1.165	Glycerate 2-kinase
PaeAG1_04701	CDS			transporter
PaeAG1_04702	CDS	cdaR		Carbohydrate diacid regulator
PaeAG1_04703	CDS	pdxH	1.4.3.5	pyridoxine/pyridoxamine 5'-phosphate oxidase
PaeAG1_04704	CDS			hypothetical protein
PaeAG1_04705	CDS			esterase
PaeAG1_04706	CDS			hypothetical protein
PaeAG1_04707	CDS			ATP-dependent DNA helicase DinG
PaeAG1_04708	CDS			hypothetical protein
PaeAG1_04709	CDS			hypothetical protein
PaeAG1_04710	CDS			hypothetical protein
PaeAG1_04711	CDS			hypothetical protein
PaeAG1_04712	CDS			hypothetical protein
PaeAG1_04713	CDS			hypothetical protein
PaeAG1_04714	CDS			hypothetical protein
PaeAG1_04715	CDS			hypothetical protein
PaeAG1_04716	CDS			hypothetical protein
PaeAG1_04717	CDS			hypothetical protein
PaeAG1_04718	CDS			hypothetical protein
PaeAG1_04719	CDS			glutathione S-transferase
PaeAG1_04720	CDS	quiP_3		acyl-homoserine lactone acylase QuiP
PaeAG1_04721	CDS			DNA recombination protein RmuC
PaeAG1_04722	CDS			hypothetical protein
PaeAG1_04723	CDS			hypothetical protein
PaeAG1_04724	CDS			oxidoreductase
PaeAG1_04725	CDS			aldehyde dehydrogenase
PaeAG1_04726	CDS			hypothetical protein
PaeAG1_04727	CDS			hypothetical protein
PaeAG1_04728	CDS			porin
PaeAG1_04729	CDS			nitronate monooxygenase
PaeAG1_04730	CDS			short-chain dehydrogenase
PaeAG1_04731	CDS			acyl-CoA dehydrogenase
PaeAG1_04732	CDS			enoyl-CoA hydratase
PaeAG1_04733	CDS			acyl-CoA dehydrogenase
PaeAG1_04734	CDS			thioesterase
PaeAG1_04735	CDS	mucK		cis,cis-muconate transporter MucK
PaeAG1_04736	CDS			hypothetical protein
