CRTL1	CRTL2	T1	T2	id	type	name	version	description
12	65	31	25	b2769	CDS	ygcQ		putative flavoprotein
11	24	18	15	b2770	CDS	ygcR		putative flavoprotein
7	26	15	11	b2771	CDS	ygcS		putative transporter YgcS
33	64	19	23	b4463	CDS	ygcU		putative FAD-containing dehydrogenase
1	0	3	0	b2774	CDS	ygcW		putative deoxygluconate dehydrogenase
17	28	17	10	b2775	CDS	yqcE		putative transport protein YqcE
31	53	35	39	b2776	CDS	ygcE		putative sugar kinase YgcE
695	1323	926	874	b2777	CDS	queE	4.3.99.3	putative 7-carboxy-7-deazaguanine synthase QueE
0	0	0	0	b4682	CDS	yqcG		cell envelope stress response protein YqcG
26	16	23	23	b2778	CDS	ygcG		protein YgcG
24201	54665	45003	40230	b2779	CDS	eno	4.2.1.11	enolase
6785	16046	12504	10850	b2780	CDS	pyrG	6.3.4.2	CTP synthetase
459	982	639	634	b2781	CDS	mazG	3.6.1.9	nucleoside triphosphate pyrophosphohydrolase
181	477	323	285	b2782	CDS	mazF		endoribonuclease toxin MazF
122	224	146	134	b2783	CDS	mazE		antitoxin of the MazF-MazE toxin-antitoxin system MazE
1286	3087	2154	1852	b2784	CDS	relA	2.7.6.5	GDP/GTP pyrophosphokinase
303	638	382	372	b2785	CDS	rlmD	2.1.1.190	23S rRNA m(5)U1939 methyltransferase
512	1082	538	405	b2786	CDS	barA	2.7.13.3	sensor histidine kinase BarA
51	115	102	79	b2787	CDS	gudD	4.2.1.40	D-glucarate dehydratase
30	50	46	47	b2788	CDS	gudX		glucarate dehydratase-related protein
13	22	20	20	b2789	CDS	gudP		galactarate/D-glucarate transporter GudP
251	467	397	347	b2790	CDS	yqcA		putative flavodoxin YqcA
104	203	161	78	b2791	CDS	truC	5.4.99.26	tRNA pseudouridine(65) synthase
51	80	42	42	b2792	CDS	yqcC		DUF446 domain-containing protein YqcC
299	562	346	317	b2793	CDS	syd		SecY-interacting protein
398	1111	697	559	b2794	CDS	queF	1.7.1.13	7-cyano-7-deazaguanine reductase
1518	3132	2905	2721	b2795	CDS	ppnN	3.2.2.10	nucleotide 5'-monophosphate nucleosidase
225	481	305	224	b2796	CDS	sdaC		L-serine:H(+) symporter SdaC
112	234	155	139	b2797	CDS	sdaB	4.3.1.17	L-serine deaminase II
55	174	61	55	b2798	CDS	ygdG		flap endonuclease
29	70	40	36	b2799	CDS	fucO	1.1.1.77	L-1,2-propanediol oxidoreductase
12	22	13	14	b2800	CDS	fucA	4.1.2.17	L-fuculose-phosphate aldolase
8	25	4	5	b2801	CDS	fucP		L-fucose:H(+) symporter
31	85	81	66	b2802	CDS	fucI	5.3.1.25	L-fucose isomerase
45	83	66	59	b2803	CDS	fucK	2.7.1.51	L-fuculokinase
73	166	91	80	b2804	CDS	fucU	5.1.3.29	L-fucose mutarotase
141	384	188	178	b2805	CDS	fucR		DNA-binding transcriptional activator FucR
444	1291	676	537	b2806	CDS	rlmM	2.1.1.186	23S rRNA 2'-O-ribose C2498 methyltransferase
80	106	66	57	b2807	CDS	ygdD		DUF423 domain-containing inner membrane protein YgdD
468	799	384	368	b2808	CDS	gcvA		DNA-binding transcriptional dual regulator GcvA
4807	9286	943	923	b2809	CDS	ygdI		DUF903 domain-containing lipoprotein YgdI
395	875	624	515	b2810	CDS	csdA		cysteine sulfinate desulfinase
112	240	206	177	b2811	CDS	csdE		sulfur acceptor protein CsdE
225	486	368	324	b2812	CDS	tcdA		tRNA threonylcarbamoyladenosine dehydratase
532	1168	543	465	b2813	CDS	mltA		membrane-bound lytic murein transglycosylase A
289.31	493.133	218.656	200.07	b2814	tRNA	metZ		tRNA-Met
289.31	493.133	218.656	200.07	b2815	tRNA	metW		tRNA-Met
289.31	493.133	218.656	200.07	b2816	tRNA	metV		tRNA-Met
540	1039	460	384	b2817	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase C
672	1701	477	278	b2818	CDS	argA	2.3.1.1	N-acetylglutamate synthase
434	972	713	545	b2819	CDS	recD	3.1.11.5	exodeoxyribonuclease V subunit RecD
970	2251	1955	1733	b2820	CDS	recB	3.1.11.5	exodeoxyribonuclease V subunit RecB
941	2130	1683	1478	b2821	CDS	ptrA	3.4.24.55	protease 3
651	1265	1383	1181	b2822	CDS	recC	3.1.11.5	exodeoxyribonuclease V subunit RecC
11	37	34	22	b2823	CDS	ppdC		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
20	36	39	18	b2824	CDS	ygdB		DUF2509 domain-containing protein YgdB
24	52	34	32	b2825	CDS	ppdB		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB
16	22	18	19	b2826	CDS	ppdA		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA
805	1514	1337	1106	b2827	CDS	thyA	2.1.1.45	thymidylate synthase
663	1435	1224	1113	b2828	CDS	lgt	2.5.1.145	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
1982	4820	3062	2556	b2829	CDS	ptsP		phosphoenolpyruvate-protein phosphotransferase PtsP
994	2209	1271	1109	b2830	CDS	rppH		RNA pyrophosphohydrolase
38	55	36	54	b4610	CDS	ygdT		YgdT
93	209	109	100	b2831	CDS	mutH		DNA mismatch repair protein MutH
245	544	336	326	b2832	CDS	ygdQ		UPF0053 inner membrane protein YgdQ
1564	2391	797	826	b2833	CDS	ygdR		DUF903 domain-containing lipoprotein YgdR
1627	4302	3656	3346	b2834	CDS	tas		putative NADP(H)-dependent aldo-keto reductase Tas
312	664	464	416	b2835	CDS	lplT		lysophospholipid transporter
631	1453	791	675	b2836	CDS	aas	2.3.1.40	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
378	901	430	381	b2837	CDS	galR		DNA-binding transcriptional dual regulator GalR
469	829	387	285	b2838	CDS	lysA	4.1.1.20	diaminopimelate decarboxylase
82	165	122	83	b2839	CDS	lysR		DNA-binding transcriptional dual regulator LysR
150	340	221	193	b2840	CDS	ygeA		amino acid racemase YgeA
108	275	124	103	b2841	CDS	araE		arabinose:H(+) symporter
82	122	110	84	b2842	CDS	kduD	1.1.1.127	putative 2-keto-3-deoxy-D-gluconate dehydrogenase
47	85	50	33	b2843	CDS	kduI	5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase
176	452	201	124	b2844	CDS	yqeF		putative acyltransferase
70	125	36	40	b2845	CDS	yqeG		putative transporter YqeG
27	18	4	3	b2846	CDS	yqeH		putative LuxR family transcriptional regulator YqeH
80	107	26	33	b2847	CDS	yqeI		putative transcriptional regulator YqeI
19	21	2	1	b2848	CDS	yqeJ		protein YqeJ
1	0	0	0	b4683	CDS	yqeL		uncharacterized protein YqeL
13	10	0	5	b2849	CDS	yqeK		protein YqeK
7	2	0	4	b2851	CDS	ygeG		TPR repeat-containing putative chaperone YgeG
46	22	4	9	b2852	CDS	ygeH		putative transcriptional regulator YgeH
12	13	5	8	b2853	CDS	ygeI		protein YgeI
102.047	227.167	114.333	101.333	b2860	CDS	insD4		IS2 insertion element protein InsB
58.2859	136	81.3333	71.1667	b2861	CDS	insC4		IS2 insertion element repressor InsA
80	120	52	44	b2863	CDS	ygeQ		putative lipoprotein YgeQ
29	68	22	29	b2864	tRNA	glyU		tRNA-Gly
443	849	395	422	b2865	CDS	ygeR		LysM domain-containing putative peptidase lipoprotein YgeR
78	112	109	87	b2866	CDS	xdhA	1.17.1.4	putative xanthine dehydrogenase molybdenum-binding subunit XdhA
7	23	28	15	b2867	CDS	xdhB	1.17.1.4	putative xanthine dehydrogenase FAD-binding subunit XdhB
8	25	22	14	b2868	CDS	xdhC	1.17.1.4	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC
80	142	49	37	b2869	CDS	ygeV		putative sigma(54)-dependent transcriptional regulator YgeV
15	29	11	3	b2870	CDS	ygeW		putative carbamoyltransferase YgeW
19	48	21	16	b2871	CDS	ygeX	4.3.1.15	2,3-diaminopropionate ammonia-lyase
20	44	28	20	b2872	CDS	ygeY		putative peptidase YgeY
23	71	25	17	b2873	CDS	hyuA		phenylhydantoinase
55	104	60	70	b2874	CDS	yqeA		putative amino acid kinase YqeA
35	59	49	43	b2875	CDS	yqeB		XdhC-CoxI family protein YqeB
13	6	3	4	b2876	CDS	yqeC		uncharacterized protein YqeC
95	196	126	151	b2877	CDS	mocA	2.7.7.76	molybdenum cofactor cytidylyltransferase
65	112	64	69	b2878	CDS	ygfK		putative oxidoreductase, Fe-S subunit
6	22	19	11	b2879	CDS	ssnA		putative aminohydrolase SsnA
21	24	19	20	b2880	CDS	ygfM		putative oxidoreductase
74	208	131	111	b2881	CDS	xdhD		fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit
74	117	59	60	b2882	CDS	xanQ		xanthine:H(+) symporter XanQ
88	169	73	54	b2883	CDS	guaD	3.5.4.3	guanine deaminase
64	143	75	60	b4464	CDS	ghxQ		guanine/hypoxanthine transporter GhxQ
13	5	6	8	b2886	CDS	ygfS		putative electron transport protein YgfS
31	39	27	26	b2887	CDS	ygfT		putative oxidoreductase YgfT
13	11	6	6	b2888	CDS	uacT		urate:H(+) symporter
2	0	0	2	b4684	CDS	yqfG		uncharacterized protein YqfG
0	0	0	0	b4753	CDS	yqfH		protein YqfH
131	262	114	120	b2889	CDS	idi	5.3.3.2	isopentenyl-diphosphate Delta-isomerase
3393	7762	7335	5860	b2890	CDS	lysS	6.1.1.6	lysine--tRNA ligase, constitutive
2171	5094	4084	3101	b2891	CDS	prfB		peptide chain release factor RF2
849	1784	1876	1558	b2892	CDS	recJ	3.1.11.6	ssDNA-specific exonuclease RecJ
601	1382	1120	997	b2893	CDS	dsbC	5.3.4.1	protein disulfide isomerase DsbC
455	1104	751	703	b2894	CDS	xerD		site-specific recombinase
464	1133	625	578	b2895	CDS	fldB		flavodoxin 2
155	385	256	232	b2896	CDS	ygfX		protein YgfX
309	531	308	283	b2897	CDS	sdhE		FAD assembly factor
775	1518	1287	1074	b2898	CDS	ygfZ		folate-binding protein
801	1670	1365	1599	b2899	CDS	yqfA		hemolysin-III family protein YqfA
160	266	102	131	b2900	CDS	yqfB	3.5.1.135	N(4)-acetylcytidine amidohydrolase
788	1535	1201	1034	b2901	CDS	bglA		6-phospho-beta-glucosidase A
81	138	126	102	b2902	CDS	ygfF		putative oxidoreductase YgfF
516	1149	1240	1081	b2903	CDS	gcvP	1.4.4.2	glycine decarboxylase
137	347	260	232	b2904	CDS	gcvH		glycine cleavage system H protein
223	588	504	370	b2905	CDS	gcvT	2.1.2.10	aminomethyltransferase
8	20	2	3	b4754	CDS	yqfI		protein YqfI
474	1030	746	656	b2906	CDS	ubiI	1.14.13.240	2-octaprenylphenol 6-hydroxylase
609	1252	1246	1067	b2907	CDS	ubiH		2-octaprenyl-6-methoxyphenol 4-hydroxylase
1356	3250	2657	2238	b2908	CDS	pepP		Xaa-Pro aminopeptidase
930	1696	1187	1034	b2909	CDS	ygfB		UPF0149 family protein YgfB
2742	6861	2374	2331	b2910	CDS	zapA		cell division protein ZapA
785	1939	956	896	b2912	CDS	fau	6.3.3.2	putative 5-formyltetrahydrofolate cyclo-ligase
60	58	41	55	b4665	CDS	ibsC		toxic peptide IbsC
14696	33767	19845	16652	b2913	CDS	serA	1.1.1.399	phosphoglycerate dehydrogenase
1731	4542	2834	2571	b2914	CDS	rpiA	5.3.1.6	ribose-5-phosphate isomerase A
501	1197	662	505	b2916	CDS	argP		DNA-binding transcriptional dual regulator ArgP
55	110	82	67	b2917	CDS	scpA	5.4.99.2	methylmalonyl-CoA mutase
18	30	23	14	b2918	CDS	argK		methylmalonyl-CoA mutase-interacting GTPase YgfD
14	37	40	28	b2919	CDS	scpB		methylmalonyl-CoA decarboxylase
41	67	58	61	b2920	CDS	scpC		propionyl-CoA:succinate CoA transferase
102	177	104	96	b2921	CDS	ygfI		putative LysR-type DNA-binding transcriptional regulator YgfI
956	2221	1300	1148	b2922	CDS	yggE		DUF541 domain-containing protein YggE
182	323	239	187	b2923	CDS	argO		L-arginine exporter
4244	10043	4131	3562	b2924	CDS	mscS		small conductance mechanosensitive channel MscS
11226	27033	20293	17200	b2925	CDS	fbaA	4.1.2.13	fructose-bisphosphate aldolase class II
8685	21798	17501	15396	b2926	CDS	pgk	2.7.2.3	phosphoglycerate kinase
2507	5158	3486	3315	b2927	CDS	epd	1.2.1.72	D-erythrose-4-phosphate dehydrogenase
295	606	490	420	b2928	CDS	yggC		P-loop NTPase domain-containing protein YggC
200	495	295	265	b2929	CDS	fumE	4.2.1.2	fumarase E
16	25	22	25	b2930	CDS	yggF	3.1.3.11	fructose 1,6-bisphosphatase YggF
15	31	23	19	b4465	CDS	yggP		putative zinc-binding dehydrogenase YggP
5	7	17	6	b2933	CDS	cmtA	2.7.1.197	mannitol-specific PTS enzyme IICB component CmtA
2	1	2	1	b2934	CDS	cmtB	2.7.1.197	mannitol-specific PTS enzyme IIA component CmtB
2610	6684	3780	2469	b2935	CDS	tktA	2.2.1.1	transketolase 1
577	1410	712	564	b2936	CDS	loiP		metalloprotease LoiP
877	1996	1407	1047	b2937	CDS	speB	3.5.3.11	agmatinase
4860	10641	9131	7527	b2938	CDS	speA	4.1.1.19	arginine decarboxylase, biosynthetic
79	187	132	119	b2939	CDS	yqgB		acid stress response protein YqgB
70.6288	134.725	130.41	109.191	b4784	CDS	yqgG		protein YqgG
449.371	749.275	442.59	359.809	b2940	CDS	yqgC		protein YqgC
35	84	24	18	b2941	CDS	yqgD		DUF2684 domain-containing protein YqgD
1700	4644	1611	979	b2942	CDS	metK	2.5.1.6	methionine adenosyltransferase
1331	2309	1074	870	b2943	CDS	galP		galactose:H(+) symporter
49	52	52	29	b2944	CDS	yggI		protein YggI
23	67	39	26	b2945	CDS	endA	3.1.21.1	DNA-specific endonuclease I
179	499	337	269	b2946	CDS	rsmE	2.1.1.193	16S rRNA m(3)U1498 methyltransferase
709	1909	1436	1148	b2947	CDS	gshB	6.3.2.3	glutathione synthetase
1004	2106	1866	1658	b2948	CDS	yqgE		DUF179 domain-containing protein YqgE
287	656	632	551	b2949	CDS	yqgF	3.1.11.1	ribonuclease H-like domain containing nuclease
44	64	90	64	b2950	CDS	yggR		Type II/IV secretion system family protein
203	467	289	293	b2951	CDS	yggS		PLP homeostasis protein
156	360	324	270	b2952	CDS	yggT		uncharacterized protein YggT
70	211	202	154	b2953	CDS	yggU		DUF167 domain-containing protein YggU
200	557	501	384	b2954	CDS	rdgB	3.6.1.66	dITP/XTP pyrophosphatase
425	1231	951	771	b2955	CDS	hemW		heme chaperone HemW
50	70	35	54	b2956	CDS	yggM		DUF1202 domain-containing protein YggM
168	482	343	352	b2957	CDS	ansB	3.5.1.1	L-asparaginase 2
427	852	598	581	b2958	CDS	yggN		DUF2884 domain-containing protein YggN
586	1667	942	824	b2959	CDS	yggL		protein YggL
566	1299	707	573	b2960	CDS	trmB	2.1.1.33	tRNA m(7)G46 methyltransferase
530	1311	931	764	b2961	CDS	mutY	3.2.2.31	adenine DNA glycosylase
142	390	259	222	b2962	CDS	yggX		putative Fe(2(+))-trafficking protein
424	1037	805	665	b2963	CDS	mltC		membrane-bound lytic murein transglycosylase C
137	312	228	221	b2964	CDS	nupG		nucleoside:H(+) symporter NupG
469	982	612	468	b2965	CDS	speC	4.1.1.17	constitutive ornithine decarboxylase
25	32	13	7	b4785	CDS	yqgH		protein YqgH
84	201	142	150	b2966	CDS	yqgA		DUF554 domain-containing protein YqgA
16.5	8	8	5.5	b2967	tRNA	pheV		tRNA-Phe
34	60	36	29	b2968	CDS	yghD		putative type II secretion system M-type protein YghD
151	314	267	239	b2969	CDS	yghE		putative type II secretion system L-type protein YghE
0	0	0	0	b4786	CDS	yqhJ		protein YqhJ
14	50	56	35	b2970	CDS	yghF		putative type II secretion system C-type protein YghF
8	22	14	5	b2971	CDS	yghG		lipoprotein YghG
24	50	37	40	b2972	CDS	pppA		prepilin peptidase
382	921	921	742	b4466	CDS	yghJ		putative lipoprotein YghJ
195	352	281	183	b2975	CDS	glcA		glycolate/lactate:H(+) symporter GlcA
640	1439	2224	2005	b2976	CDS	glcB	2.3.3.9	malate synthase G
92	172	290	322	b2977	CDS	glcG		putative heme-binding protein GlcG
128	247	407	401	b4467	CDS	glcF	1.1.99.14	glycolate dehydrogenase, putative iron-sulfur subunit
25	71	233	228	b4468	CDS	glcE	1.1.99.14	glycolate dehydrogenase, putative FAD-binding subunit
44	88	462	408	b2979	CDS	glcD	1.1.99.14	glycolate dehydrogenase, putative FAD-linked subunit
102	247	135	93	b2980	CDS	glcC		DNA-binding transcriptional dual regulator GlcC
99	137	77	90	b2981	CDS	yghO		putative DNA-binding transcriptional regulator YghO
302.241	789.619	494.116	403.426	b2982	CDS	insH9		IS5 transposase and trans-activator
28	83	48	47	b2983	CDS	yghQ		putative transport protein YghQ
6	4	4	5	b2984	CDS	yghR		putative ATP-binding protein YghR
2	6	4	3	b2985	CDS	yghS		putative ATP-binding protein YghS
6	15	1	3	b2986	CDS	yghT		putative ATP-binding protein YghT
11	35	17	14	b2987	CDS	pitB		metal phosphate:H(+) symporter PitB
1476	3312	2613	2193	b2988	CDS	gss	3.5.1.78	fused glutathionylspermidine amidase/glutathionylspermidine synthetase
819	2457	1597	1270	b2989	CDS	yghU		disulfide reductase/organic hydroperoxide reductase
34	78	49	45	b2990	CDS	hybG		hydrogenase maturation factor HybG
15	27	32	25	b2991	CDS	hybF		hydrogenase maturation protein HybF
51	128	94	82	b2992	CDS	hybE		hydrogenase 2-specific chaperone
64	185	95	104	b2993	CDS	hybD		hydrogenase 2 maturation protease
197	400	263	205	b2994	CDS	hybC	1.12.5.1	hydrogenase 2 large subunit
24	48	30	27	b2995	CDS	hybB	1.12.5.1	hydrogenase 2 membrane subunit
15	56	23	29	b2996	CDS	hybA	1.12.5.1	hydrogenase 2 iron-sulfur protein
52	140	49	69	b2997	CDS	hybO	1.12.5.1	hydrogenase 2 small subunit
29	30	24	15	b2998	CDS	yghW		DUF2623 domain-containing protein YghW
130	250	82	73	b4755	CDS	yqhI		protein YqhI
133	362	177	176	b3001	CDS	gpr		L-glyceraldehyde 3-phosphate reductase
294	348	168	136	b3002	CDS	yqhA		uncharacterized protein YqhA
649	1188	632	574	b3003	CDS	yghA		NADP(+)-dependent aldehyde reductase
1299	2977	2012	2114	b3005	CDS	exbD		Ton complex subunit ExbD
2630	6020	3058	3057	b3006	CDS	exbB		Ton complex subunit ExbB
742	1785	876	739	b3008	CDS	metC	4.4.1.1	cystathionine beta-lyase/L-cysteine desulfhydrase/alanine racemase
307	533	543	481	b3009	CDS	yghB		DedA family protein YghB
67	124	88	52	b3010	CDS	yqhC		DNA-binding transcriptional activator YqhC
101	300	347	257	b3011	CDS	yqhD	1.1.1.2	NADPH-dependent aldehyde reductase YqhD
858	1652	1376	1300	b3012	CDS	dkgA	1.1.1.346	methylglyoxal reductase DkgA
88	123	77	72	b3013	CDS	yqhG		DUF3828 domain-containing protein YqhG
24	37	29	31	b3014	CDS	yqhH		lipoprotein YqhH
1086	2555	2431	1871	b4469	CDS	ygiQ		radical SAM superfamily protein YgiQ
714	1378	1258	1062	b3017	CDS	ftsP		cell division protein required during stress conditions
439	913	648	662	b3018	CDS	plsC	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase PlsC
1014	2367	1514	1139	b3019	CDS	parC		DNA topoisomerase IV subunit A
179	350	135	121	b3020	CDS	ygiS		putative deoxycholate binding periplasmic protein
145	425	139	147	b3021	CDS	mqsA		antitoxin of the MqsRA toxin-antitoxin system/DNA-binding transcriptional repressor MqsA
145	264	102	84	b3022	CDS	mqsR		mRNA interferase toxin MqsR
104	193	103	56	b3023	CDS	ygiV		DNA-binding transcriptional repressor YgiV
998	2388	763	731	b3024	CDS	ygiW		BOF family protein YgiW
42	104	37	35	b3025	CDS	qseB		DNA-binding transcriptional activator QseB
88	240	81	54	b3026	CDS	qseC	2.7.13.3	sensor histidine kinase QseC
6	4	3	2	b3027	CDS	ygiZ		DUF2645 domain-containing inner membrane protein YgiZ
123	306	244	188	b3028	CDS	mdaB	1.6.5.10	NADPH:quinone oxidoreductase MdaB
775	1469	654	621	b3029	CDS	ygiN		putative quinol monooxygenase YgiN
1334	3294	2651	2290	b3030	CDS	parE		DNA topoisomerase IV subunit B
281	678	567	443	b3031	CDS	yqiA		esterase YqiA
497	1183	986	728	b3032	CDS	cpdA	3.1.4.53	cAMP phosphodiesterase
226	519	454	439	b3033	CDS	yqiB		DUF1249 domain-containing protein YqiB
406	802	685	634	b3034	CDS	nudF	3.6.1.21	ADP-sugar pyrophosphatase
3811	10153	6228	5544	b3035	CDS	tolC		outer membrane channel TolC
909	2528	1709	1521	b3037	CDS	ygiB		DUF1190 domain-containing protein YgiB
1414	3727	2681	2346	b3038	CDS	ygiC		putative acid--amine ligase YgiC
80	196	151	168	b3039	CDS	ygiD	1.13.11.29	4,5-DOPA dioxygenase extradiol
437	928	609	524	b3040	CDS	zupT		heavy metal divalent cation transporter ZupT
125	197	48	48	b4756	CDS	yqiD		protein YqiD
1089	2609	1389	1158	b3041	CDS	ribB	4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase
624	1281	735	714	b3042	CDS	ubiK		ubiquinone biosynthesis accessory factor UbiK
19	8	8	10	b3043	CDS	ygiL		putative fimbrial protein YgiL
77	123	72	48	b3046	CDS	yqiG		putative outer membrane usher protein YqiG
58.2859	136	81.3333	71.1667	b3044	CDS	insC5		IS2 insertion element repressor InsA
102.047	227.167	114.333	101.333	b3045	CDS	insD5		IS2 insertion element protein InsB
13	17	6	2	b3047	CDS	yqiH		putative fimbrial chaperone YqiH
76	105	22	37	b3048	CDS	yqiI		putative fimbrial protein YqiI
766	1115	278	234	b3049	CDS	glgS		surface composition regulator
64	80	25	29	b3050	CDS	yqiJ		DUF1449 domain-containing inner membrane protein YqiJ
75	111	87	81	b3051	CDS	yqiK		flotillin family inner membrane protein YqiK
43	59	78	56	b4664	CDS	ibsD		putative toxic peptide IbsD
98	116	146	164	b4666	CDS	ibsE		toxic peptide IbsE
1012	2241	1641	1377	b3052	CDS	hldE	2.7.1.167	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
878	1604	1609	1395	b3053	CDS	glnE	2.7.7.42	fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
505	1083	941	723	b3054	CDS	ygiF	3.6.1.25	inorganic triphosphatase
625	1463	849	693	b3055	CDS	ygiM		putative signal transduction protein (SH3 domain)
1105	2608	2074	1789	b3056	CDS	cca	2.7.7.72	fused CCA tRNA nucleotidyltransferase/phosphohydrolase
283	559	389	316	b3057	CDS	bacA	3.6.1.27	undecaprenyl pyrophosphate phosphatase
59	84	67	45	b3058	CDS	folB	4.1.2.25	dihydroneopterin aldolase
130	239	107	111	b3059	CDS	plsY		putative glycerol-3-phosphate acyltransferase
30	56	22	17	b3060	CDS	ttdR		DNA-binding transcriptional activator Dan
8	15	3	8	b3061	CDS	ttdA	4.2.1.32	L(+)-tartrate dehydratase subunit alpha
7	5	11	6	b3062	CDS	ttdB	4.2.1.32	L(+)-tartrate dehydratase subunit beta
29	44	41	33	b3063	CDS	ttdT		L-tartrate:succinate antiporter
323	663	468	346	b3064	CDS	tsaD	2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase, TsaD subunit
4769	11127	5212	4706	b3065	CDS	rpsU		30S ribosomal subunit protein S21
1825	4101	3250	2598	b3066	CDS	dnaG	2.7.7.101	DNA primase
4344	9633	7413	6688	b3067	CDS	rpoD		RNA polymerase, sigma 70 (sigma D) factor
346	748	324	314	b3068	CDS	mug	3.2.2.28	stationary phase mismatch/uracil DNA glycosylase
1	3	2	1	b3069	tRNA	ileX		tRNA-Ile
191	461	232	208	b3070	CDS	nfeF	1.16.1.9	NADPH-dependent ferric-chelate reductase
